drugname1	drugname2	cell_line	hsa
SUNITINIB	TOPOTECAN	SW620	8.927499999999998
TEMOZOLOMIDE	ABT-888	SW620	6.5625
TEMOZOLOMIDE	AZD1775	SW620	10.4925
TEMOZOLOMIDE	BEZ-235	SW620	4.7225
TEMOZOLOMIDE	BORTEZOMIB	SW620	1.3675
TEMOZOLOMIDE	DASATINIB	SW620	9.2575
TEMOZOLOMIDE	DINACICLIB	SW620	2.9175
TEMOZOLOMIDE	ERLOTINIB	SW620	7.9125
TEMOZOLOMIDE	GELDANAMYCIN	SW620	3.8775
TEMOZOLOMIDE	LAPATINIB	SW620	1.665
TEMOZOLOMIDE	MK-2206	SW620	3.85
TEMOZOLOMIDE	MK-4827	SW620	8.45
TEMOZOLOMIDE	MK-5108	SW620	4.6625000000000005
TEMOZOLOMIDE	MK-8669	SW620	3.91
TEMOZOLOMIDE	MK-8776	SW620	5.827500000000001
TEMOZOLOMIDE	OXALIPLATIN	SW620	1.325
TEMOZOLOMIDE	PD325901	SW620	5.23
TEMOZOLOMIDE	SN-38	SW620	4.492500000000001
TEMOZOLOMIDE	SORAFENIB	SW620	8.67
TEMOZOLOMIDE	TOPOTECAN	SW620	6.017500000000001
TOPOTECAN	BEZ-235	SW620	8.197500000000002
TOPOTECAN	DINACICLIB	SW620	2.5775
TOPOTECAN	MK-8776	SW620	5.74
TOPOTECAN	SORAFENIB	SW620	7.8375
VINBLASTINE	ABT-888	SW620	-10.5775
VINBLASTINE	AZD1775	SW620	1.1900000000000002
VINBLASTINE	BEZ-235	SW620	6.202500000000001
VINBLASTINE	BORTEZOMIB	SW620	-0.1975
VINBLASTINE	DASATINIB	SW620	-2.6575
VINBLASTINE	DINACICLIB	SW620	-3.0
VINBLASTINE	ERLOTINIB	SW620	7.13
VINBLASTINE	GELDANAMYCIN	SW620	-1.5925
VINBLASTINE	L778123	SW620	13.1825
VINBLASTINE	LAPATINIB	SW620	-7.692500000000001
VINBLASTINE	MK-2206	SW620	-7.085000000000001
VINBLASTINE	MK-4827	SW620	-0.5075000000000001
VINBLASTINE	MK-5108	SW620	3.285
VINBLASTINE	MK-8669	SW620	-2.9825
VINBLASTINE	MK-8776	SW620	-6.4975000000000005
VINBLASTINE	PD325901	SW620	2.1275
VINBLASTINE	SORAFENIB	SW620	12.4775
VINBLASTINE	SUNITINIB	SW620	8.105
VINBLASTINE	TEMOZOLOMIDE	SW620	-3.4725
VINBLASTINE	ZOLINZA	SW620	-1.315
VINORELBINE	ABT-888	SW620	1.7125000000000004
VINORELBINE	AZD1775	SW620	5.2475000000000005
VINORELBINE	BEZ-235	SW620	6.94
VINORELBINE	BORTEZOMIB	SW620	2.43
VINORELBINE	DASATINIB	SW620	7.477500000000001
VINORELBINE	DINACICLIB	SW620	3.65
VINORELBINE	ERLOTINIB	SW620	6.222499999999999
VINORELBINE	GELDANAMYCIN	SW620	2.865
VINORELBINE	LAPATINIB	SW620	0.6300000000000001
VINORELBINE	MK-2206	SW620	2.975
VINORELBINE	MK-4827	SW620	1.6949999999999998
VINORELBINE	MK-5108	SW620	1.1974999999999998
VINORELBINE	MK-8669	SW620	3.8025
VINORELBINE	MK-8776	SW620	3.7975
VINORELBINE	PD325901	SW620	4.3475
VINORELBINE	SORAFENIB	SW620	6.465
VINORELBINE	SUNITINIB	SW620	11.4625
VINORELBINE	TEMOZOLOMIDE	SW620	1.7625
VINORELBINE	ZOLINZA	SW620	3.72
ZOLINZA	ABT-888	SW620	0.3799999999999999
ZOLINZA	AZD1775	SW620	8.1575
ZOLINZA	BEZ-235	SW620	4.7625
ZOLINZA	BORTEZOMIB	SW620	6.965
ZOLINZA	DASATINIB	SW620	4.065
ZOLINZA	DINACICLIB	SW620	-0.75
ZOLINZA	ERLOTINIB	SW620	6.19
ZOLINZA	GELDANAMYCIN	SW620	-0.1575
ZOLINZA	GEMCITABINE	SW620	2.23
ZOLINZA	LAPATINIB	SW620	4.79
ZOLINZA	MK-2206	SW620	8.135000000000002
ZOLINZA	MK-4827	SW620	2.615
ZOLINZA	MK-5108	SW620	5.8175
ZOLINZA	MK-8669	SW620	2.3525
ZOLINZA	MK-8776	SW620	4.7975
ZOLINZA	OXALIPLATIN	SW620	1.81
ZOLINZA	PD325901	SW620	-4.19
ZOLINZA	SN-38	SW620	5.4925
ZOLINZA	SORAFENIB	SW620	8.8625
ZOLINZA	SUNITINIB	SW620	4.0525
ZOLINZA	TEMOZOLOMIDE	SW620	6.0525
ZOLINZA	TOPOTECAN	SW620	6.7925
5-FU	ABT-888	SW837	-9.9775
5-FU	AZD1775	SW837	4.8875
5-FU	BEZ-235	SW837	2.1275
5-FU	BORTEZOMIB	SW837	-2.9075
5-FU	DASATINIB	SW837	5.545
5-FU	DINACICLIB	SW837	-4.19
5-FU	ERLOTINIB	SW837	5.89
5-FU	GELDANAMYCIN	SW837	2.1625
5-FU	L778123	SW837	-2.1025
5-FU	LAPATINIB	SW837	4.545
5-FU	MK-2206	SW837	0.2250000000000001
5-FU	MK-4827	SW837	-7.0200000000000005
5-FU	MK-5108	SW837	-3.77
5-FU	MK-8669	SW837	1.985
5-FU	MK-8776	SW837	-3.0975
5-FU	PD325901	SW837	0.8075
5-FU	SORAFENIB	SW837	-7.359999999999999
5-FU	SUNITINIB	SW837	-0.1075
5-FU	TEMOZOLOMIDE	SW837	-18.295
5-FU	ZOLINZA	SW837	2.195
ABT-888	BEZ-235	SW837	5.98
ABT-888	DINACICLIB	SW837	1.3575
ABT-888	GELDANAMYCIN	SW837	8.9375
ABT-888	MK-8669	SW837	-4.387499999999999
ABT-888	MK-8776	SW837	-35.69
ABT-888	OXALIPLATIN	SW837	-6.93
ABT-888	SN-38	SW837	1.8075
ABT-888	SORAFENIB	SW837	1.6599999999999997
ABT-888	TOPOTECAN	SW837	-6.48
AZD1775	ABT-888	SW837	-3.4225
AZD1775	BEZ-235	SW837	14.69
AZD1775	BORTEZOMIB	SW837	7.2175
AZD1775	DASATINIB	SW837	18.0775
AZD1775	DINACICLIB	SW837	6.7525
AZD1775	ERLOTINIB	SW837	16.1575
AZD1775	GELDANAMYCIN	SW837	6.0425
AZD1775	LAPATINIB	SW837	19.615
AZD1775	MK-2206	SW837	12.09
AZD1775	MK-4827	SW837	13.6075
AZD1775	MK-5108	SW837	7.8725
AZD1775	MK-8669	SW837	13.125
AZD1775	MK-8776	SW837	20.29
AZD1775	OXALIPLATIN	SW837	2.7825
AZD1775	PD325901	SW837	7.609999999999999
AZD1775	SN-38	SW837	14.805
AZD1775	SORAFENIB	SW837	1.11
AZD1775	TOPOTECAN	SW837	8.595
BEZ-235	DINACICLIB	SW837	7.41
BEZ-235	MK-8776	SW837	-52.7425
BEZ-235	OXALIPLATIN	SW837	6.5875
BEZ-235	SN-38	SW837	6.205
BEZ-235	SORAFENIB	SW837	-0.2374999999999999
BORTEZOMIB	ABT-888	SW837	1.7
BORTEZOMIB	BEZ-235	SW837	8.9375
BORTEZOMIB	DASATINIB	SW837	7.9825
BORTEZOMIB	DINACICLIB	SW837	-1.5825
BORTEZOMIB	GELDANAMYCIN	SW837	1.5975
BORTEZOMIB	MK-8669	SW837	7.2975
BORTEZOMIB	MK-8776	SW837	-59.23
BORTEZOMIB	OXALIPLATIN	SW837	5.425
BORTEZOMIB	SN-38	SW837	0.24
BORTEZOMIB	SORAFENIB	SW837	3.8625
BORTEZOMIB	TOPOTECAN	SW837	6.5675
CARBOPLATIN	ABT-888	SW837	2.7350000000000003
CARBOPLATIN	AZD1775	SW837	5.025
CARBOPLATIN	BEZ-235	SW837	7.2275
CARBOPLATIN	BORTEZOMIB	SW837	5.7225
CARBOPLATIN	DASATINIB	SW837	2.395
CARBOPLATIN	DINACICLIB	SW837	-1.7799999999999998
CARBOPLATIN	ERLOTINIB	SW837	4.91
CARBOPLATIN	GELDANAMYCIN	SW837	1.84
CARBOPLATIN	L778123	SW837	-6.409999999999999
CARBOPLATIN	LAPATINIB	SW837	2.6325000000000003
CARBOPLATIN	MK-2206	SW837	0.8024999999999999
CARBOPLATIN	MK-4827	SW837	-6.5725
CARBOPLATIN	MK-5108	SW837	-0.985
CARBOPLATIN	MK-8669	SW837	9.5175
CARBOPLATIN	MK-8776	SW837	0.1725000000000001
CARBOPLATIN	PD325901	SW837	-7.025
CARBOPLATIN	SORAFENIB	SW837	-9.2775
CARBOPLATIN	SUNITINIB	SW837	-6.1925
CARBOPLATIN	TEMOZOLOMIDE	SW837	-6.9775
CARBOPLATIN	ZOLINZA	SW837	1.045
CYCLOPHOSPHAMIDE	ABT-888	SW837	-7.1525
CYCLOPHOSPHAMIDE	AZD1775	SW837	6.475
CYCLOPHOSPHAMIDE	BEZ-235	SW837	4.532500000000001
CYCLOPHOSPHAMIDE	BORTEZOMIB	SW837	1.5825
CYCLOPHOSPHAMIDE	DASATINIB	SW837	1.025
CYCLOPHOSPHAMIDE	DINACICLIB	SW837	-4.78
CYCLOPHOSPHAMIDE	ERLOTINIB	SW837	1.4325
CYCLOPHOSPHAMIDE	GELDANAMYCIN	SW837	7.129999999999999
CYCLOPHOSPHAMIDE	L778123	SW837	-1.5275
CYCLOPHOSPHAMIDE	LAPATINIB	SW837	1.1775
CYCLOPHOSPHAMIDE	MK-2206	SW837	-1.6774999999999998
CYCLOPHOSPHAMIDE	MK-4827	SW837	-5.69
CYCLOPHOSPHAMIDE	MK-5108	SW837	-1.9825
CYCLOPHOSPHAMIDE	MK-8669	SW837	0.75
CYCLOPHOSPHAMIDE	MK-8776	SW837	-5.842499999999999
CYCLOPHOSPHAMIDE	PD325901	SW837	-2.29
CYCLOPHOSPHAMIDE	SORAFENIB	SW837	-5.9375
CYCLOPHOSPHAMIDE	SUNITINIB	SW837	-0.8125000000000002
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	SW837	-16.245
CYCLOPHOSPHAMIDE	ZOLINZA	SW837	-0.0749999999999999
DASATINIB	ABT-888	SW837	3.035
DASATINIB	BEZ-235	SW837	16.275
DASATINIB	DINACICLIB	SW837	6.255
DASATINIB	GELDANAMYCIN	SW837	9.93
DASATINIB	MK-8669	SW837	8.99
DASATINIB	MK-8776	SW837	11.4475
DASATINIB	OXALIPLATIN	SW837	3.24
DASATINIB	SN-38	SW837	10.71
DASATINIB	SORAFENIB	SW837	2.1875
DASATINIB	TOPOTECAN	SW837	8.24
DEXAMETHASONE	ABT-888	SW837	-6.507499999999999
DEXAMETHASONE	AZD1775	SW837	0.54
DEXAMETHASONE	BEZ-235	SW837	1.875
DEXAMETHASONE	BORTEZOMIB	SW837	0.9425
DEXAMETHASONE	DASATINIB	SW837	-0.1699999999999999
DEXAMETHASONE	DINACICLIB	SW837	1.0174999999999998
DEXAMETHASONE	ERLOTINIB	SW837	5.335
DEXAMETHASONE	GELDANAMYCIN	SW837	4.0725
DEXAMETHASONE	L778123	SW837	-1.8425
DEXAMETHASONE	LAPATINIB	SW837	5.6025
DEXAMETHASONE	MK-2206	SW837	-1.625
DEXAMETHASONE	MK-4827	SW837	-3.74
DEXAMETHASONE	MK-5108	SW837	9.065
DEXAMETHASONE	MK-8669	SW837	6.3775
DEXAMETHASONE	MK-8776	SW837	0.5749999999999997
DEXAMETHASONE	PD325901	SW837	-5.47
DEXAMETHASONE	SORAFENIB	SW837	-3.0
DEXAMETHASONE	SUNITINIB	SW837	-0.9450000000000004
DEXAMETHASONE	TEMOZOLOMIDE	SW837	-8.705
DEXAMETHASONE	ZOLINZA	SW837	2.3475
DINACICLIB	MK-8776	SW837	0.4475
DOXORUBICIN	ABT-888	SW837	-7.282500000000001
DOXORUBICIN	AZD1775	SW837	8.3725
DOXORUBICIN	BEZ-235	SW837	7.185
DOXORUBICIN	BORTEZOMIB	SW837	4.71
DOXORUBICIN	DASATINIB	SW837	11.2275
DOXORUBICIN	DINACICLIB	SW837	0.965
DOXORUBICIN	ERLOTINIB	SW837	10.935
DOXORUBICIN	GELDANAMYCIN	SW837	6.2700000000000005
DOXORUBICIN	L778123	SW837	-8.67
DOXORUBICIN	LAPATINIB	SW837	10.755
DOXORUBICIN	MK-2206	SW837	4.38
DOXORUBICIN	MK-4827	SW837	-8.8925
DOXORUBICIN	MK-5108	SW837	-8.745000000000001
DOXORUBICIN	MK-8669	SW837	0.7999999999999999
DOXORUBICIN	MK-8776	SW837	2.64
DOXORUBICIN	PD325901	SW837	3.5600000000000005
DOXORUBICIN	SORAFENIB	SW837	-9.01
DOXORUBICIN	SUNITINIB	SW837	0.3899999999999999
DOXORUBICIN	TEMOZOLOMIDE	SW837	-11.7825
DOXORUBICIN	ZOLINZA	SW837	2.825
ERLOTINIB	ABT-888	SW837	0.2700000000000001
ERLOTINIB	BEZ-235	SW837	11.3525
ERLOTINIB	BORTEZOMIB	SW837	7.82
ERLOTINIB	DASATINIB	SW837	13.8475
ERLOTINIB	DINACICLIB	SW837	10.53
ERLOTINIB	GELDANAMYCIN	SW837	5.385000000000001
ERLOTINIB	MK-8669	SW837	6.9825
ERLOTINIB	MK-8776	SW837	10.91
ERLOTINIB	OXALIPLATIN	SW837	-0.3399999999999998
ERLOTINIB	PD325901	SW837	7.605
ERLOTINIB	SN-38	SW837	16.945
ERLOTINIB	SORAFENIB	SW837	1.12
ERLOTINIB	TOPOTECAN	SW837	13.305
ETOPOSIDE	ABT-888	SW837	-1.5849999999999995
ETOPOSIDE	AZD1775	SW837	13.277500000000002
ETOPOSIDE	BEZ-235	SW837	1.355
ETOPOSIDE	BORTEZOMIB	SW837	0.2275
ETOPOSIDE	DASATINIB	SW837	9.965
ETOPOSIDE	DINACICLIB	SW837	1.44
ETOPOSIDE	ERLOTINIB	SW837	15.56
ETOPOSIDE	GELDANAMYCIN	SW837	8.8375
ETOPOSIDE	LAPATINIB	SW837	13.1375
ETOPOSIDE	MK-2206	SW837	11.6275
ETOPOSIDE	MK-4827	SW837	4.0325
ETOPOSIDE	MK-5108	SW837	5.567500000000001
ETOPOSIDE	MK-8669	SW837	9.5825
ETOPOSIDE	MK-8776	SW837	6.805
ETOPOSIDE	PD325901	SW837	3.595
ETOPOSIDE	SORAFENIB	SW837	4.685
ETOPOSIDE	SUNITINIB	SW837	5.15
ETOPOSIDE	TEMOZOLOMIDE	SW837	-5.454999999999999
ETOPOSIDE	ZOLINZA	SW837	9.5375
GELDANAMYCIN	BEZ-235	SW837	8.9475
GELDANAMYCIN	DINACICLIB	SW837	5.845
GELDANAMYCIN	MK-8776	SW837	-54.05
GELDANAMYCIN	OXALIPLATIN	SW837	4.095000000000001
GELDANAMYCIN	SN-38	SW837	8.9025
GELDANAMYCIN	SORAFENIB	SW837	2.1425
GELDANAMYCIN	TOPOTECAN	SW837	10.535
GEMCITABINE	ABT-888	SW837	-9.475
GEMCITABINE	AZD1775	SW837	20.185
GEMCITABINE	BEZ-235	SW837	7.685
GEMCITABINE	BORTEZOMIB	SW837	4.0
GEMCITABINE	DASATINIB	SW837	14.13
GEMCITABINE	DINACICLIB	SW837	-4.1125
GEMCITABINE	ERLOTINIB	SW837	14.5075
GEMCITABINE	GELDANAMYCIN	SW837	8.5025
GEMCITABINE	LAPATINIB	SW837	9.6575
GEMCITABINE	MK-2206	SW837	11.2575
GEMCITABINE	MK-4827	SW837	-11.065
GEMCITABINE	MK-5108	SW837	-4.51
GEMCITABINE	MK-8669	SW837	-2.0975
GEMCITABINE	MK-8776	SW837	22.24
GEMCITABINE	PD325901	SW837	7.8725
GEMCITABINE	SORAFENIB	SW837	-3.625
GEMCITABINE	SUNITINIB	SW837	1.7675
GEMCITABINE	TEMOZOLOMIDE	SW837	-12.572500000000002
L778123	ABT-888	SW837	-1.1449999999999996
L778123	AZD1775	SW837	12.4475
L778123	BEZ-235	SW837	11.1625
L778123	BORTEZOMIB	SW837	-0.13
L778123	DASATINIB	SW837	10.21
L778123	DINACICLIB	SW837	2.3975000000000004
L778123	ERLOTINIB	SW837	14.02
L778123	ETOPOSIDE	SW837	2.08
L778123	GELDANAMYCIN	SW837	14.1175
L778123	GEMCITABINE	SW837	4.1
L778123	LAPATINIB	SW837	7.752499999999999
L778123	MK-2206	SW837	7.047499999999999
L778123	MK-4827	SW837	-24.727500000000003
L778123	MK-5108	SW837	3.58
L778123	MK-8669	SW837	13.025
L778123	MK-8776	SW837	-45.12
L778123	OXALIPLATIN	SW837	-3.98
L778123	PD325901	SW837	5.75
L778123	SN-38	SW837	3.1950000000000003
L778123	SORAFENIB	SW837	-3.2625
L778123	SUNITINIB	SW837	10.6425
L778123	TEMOZOLOMIDE	SW837	-2.29
L778123	TOPOTECAN	SW837	8.2675
L778123	VINORELBINE	SW837	-8.1525
L778123	ZOLINZA	SW837	2.745
LAPATINIB	ABT-888	SW837	-3.02
LAPATINIB	BEZ-235	SW837	16.2575
LAPATINIB	BORTEZOMIB	SW837	5.48
LAPATINIB	DASATINIB	SW837	21.79
LAPATINIB	DINACICLIB	SW837	7.834999999999999
LAPATINIB	ERLOTINIB	SW837	3.3149999999999995
LAPATINIB	GELDANAMYCIN	SW837	10.3275
LAPATINIB	MK-2206	SW837	19.1125
LAPATINIB	MK-4827	SW837	10.075
LAPATINIB	MK-5108	SW837	1.3675000000000002
LAPATINIB	MK-8669	SW837	12.035
LAPATINIB	MK-8776	SW837	6.7250000000000005
LAPATINIB	OXALIPLATIN	SW837	-1.7225
LAPATINIB	PD325901	SW837	15.255
LAPATINIB	SN-38	SW837	16.245
LAPATINIB	SORAFENIB	SW837	6.305
LAPATINIB	TOPOTECAN	SW837	6.885
METFORMIN	ABT-888	SW837	-10.375
METFORMIN	AZD1775	SW837	2.0225
METFORMIN	BEZ-235	SW837	1.9425
METFORMIN	BORTEZOMIB	SW837	-2.85
METFORMIN	DASATINIB	SW837	0.9125
METFORMIN	DINACICLIB	SW837	-1.485
METFORMIN	ERLOTINIB	SW837	4.745
METFORMIN	GELDANAMYCIN	SW837	-0.4475
METFORMIN	L778123	SW837	-4.68
METFORMIN	LAPATINIB	SW837	5.5225
METFORMIN	MK-2206	SW837	-3.4375
METFORMIN	MK-4827	SW837	-8.9825
METFORMIN	MK-5108	SW837	-1.3425
METFORMIN	MK-8669	SW837	1.5074999999999998
METFORMIN	MK-8776	SW837	-3.575
METFORMIN	PD325901	SW837	-7.1775
METFORMIN	SORAFENIB	SW837	-6.1850000000000005
METFORMIN	SUNITINIB	SW837	-4.825
METFORMIN	TEMOZOLOMIDE	SW837	-13.0775
METFORMIN	ZOLINZA	SW837	-0.0525000000000002
METHOTREXATE	ABT-888	SW837	7.324999999999999
METHOTREXATE	AZD1775	SW837	-1.11
METHOTREXATE	BEZ-235	SW837	7.61
METHOTREXATE	BORTEZOMIB	SW837	3.5025000000000004
METHOTREXATE	DASATINIB	SW837	0.8175000000000001
METHOTREXATE	DINACICLIB	SW837	5.255
METHOTREXATE	ERLOTINIB	SW837	3.5075
METHOTREXATE	GELDANAMYCIN	SW837	8.9725
METHOTREXATE	L778123	SW837	7.0675
METHOTREXATE	LAPATINIB	SW837	1.5325
METHOTREXATE	MK-2206	SW837	2.92
METHOTREXATE	MK-4827	SW837	-3.8875
METHOTREXATE	MK-5108	SW837	-0.7849999999999998
METHOTREXATE	MK-8669	SW837	6.130000000000001
METHOTREXATE	MK-8776	SW837	-3.085
METHOTREXATE	PD325901	SW837	4.37
METHOTREXATE	SORAFENIB	SW837	3.9925
METHOTREXATE	SUNITINIB	SW837	-6.2025
METHOTREXATE	TEMOZOLOMIDE	SW837	-18.725
METHOTREXATE	ZOLINZA	SW837	3.4625000000000004
MITOMYCINE	ABT-888	SW837	-0.0374999999999998
MITOMYCINE	AZD1775	SW837	10.835
MITOMYCINE	BEZ-235	SW837	9.845
MITOMYCINE	BORTEZOMIB	SW837	5.375
MITOMYCINE	DASATINIB	SW837	15.1975
MITOMYCINE	DINACICLIB	SW837	6.164999999999999
MITOMYCINE	ERLOTINIB	SW837	4.6925
MITOMYCINE	GELDANAMYCIN	SW837	9.0375
MITOMYCINE	L778123	SW837	-14.204999999999998
MITOMYCINE	LAPATINIB	SW837	16.1325
MITOMYCINE	MK-2206	SW837	8.8325
MITOMYCINE	MK-4827	SW837	-0.8825
MITOMYCINE	MK-5108	SW837	-5.2975
MITOMYCINE	MK-8669	SW837	2.5175
MITOMYCINE	MK-8776	SW837	19.275
MITOMYCINE	PD325901	SW837	8.1025
MITOMYCINE	SORAFENIB	SW837	-22.9875
MITOMYCINE	SUNITINIB	SW837	6.9925
MITOMYCINE	TEMOZOLOMIDE	SW837	-2.12
MITOMYCINE	ZOLINZA	SW837	7.7225
MK-2206	ABT-888	SW837	-1.7
MK-2206	BEZ-235	SW837	5.77
MK-2206	BORTEZOMIB	SW837	3.6375
MK-2206	DASATINIB	SW837	16.415
MK-2206	DINACICLIB	SW837	1.0924999999999998
MK-2206	ERLOTINIB	SW837	23.0475
MK-2206	GELDANAMYCIN	SW837	6.8325000000000005
MK-2206	MK-8669	SW837	0.2300000000000001
MK-2206	MK-8776	SW837	4.2775
MK-2206	OXALIPLATIN	SW837	-2.6325
MK-2206	PD325901	SW837	9.732499999999998
MK-2206	SN-38	SW837	5.4375
MK-2206	SORAFENIB	SW837	6.222500000000001
MK-2206	TOPOTECAN	SW837	9.275
MK-4541	5-FU	SW837	-5.282500000000001
MK-4541	ABT-888	SW837	1.1049999999999995
MK-4541	AZD1775	SW837	1.9
MK-4541	BEZ-235	SW837	4.675
MK-4541	BORTEZOMIB	SW837	3.6725
MK-4541	CARBOPLATIN	SW837	-5.105
MK-4541	CYCLOPHOSPHAMIDE	SW837	-4.897499999999999
MK-4541	DASATINIB	SW837	6.1325
MK-4541	DEXAMETHASONE	SW837	0.4449999999999999
MK-4541	DINACICLIB	SW837	3.0575
MK-4541	DOXORUBICIN	SW837	-1.995
MK-4541	ERLOTINIB	SW837	8.907499999999999
MK-4541	ETOPOSIDE	SW837	-0.0874999999999999
MK-4541	GELDANAMYCIN	SW837	7.629999999999999
MK-4541	GEMCITABINE	SW837	-6.4750000000000005
MK-4541	L778123	SW837	-1.7525000000000002
MK-4541	LAPATINIB	SW837	1.9625
MK-4541	METFORMIN	SW837	-8.885000000000002
MK-4541	METHOTREXATE	SW837	-1.0775
MK-4541	MITOMYCINE	SW837	0.715
MK-4541	MK-2206	SW837	3.885
MK-4541	MK-4827	SW837	0.685
MK-4541	MK-5108	SW837	-2.8475
MK-4541	MK-8669	SW837	0.08
MK-4541	MK-8776	SW837	-2.8875
MK-4541	MRK-003	SW837	1.16
MK-4541	OXALIPLATIN	SW837	0.5674999999999999
MK-4541	PACLITAXEL	SW837	0.3875000000000002
MK-4541	PD325901	SW837	-1.6175000000000002
MK-4541	SN-38	SW837	-9.0825
MK-4541	SORAFENIB	SW837	-5.860000000000001
MK-4541	SUNITINIB	SW837	-8.0425
MK-4541	TEMOZOLOMIDE	SW837	-10.0825
MK-4541	TOPOTECAN	SW837	2.2125
MK-4541	VINBLASTINE	SW837	0.0699999999999998
MK-4541	VINORELBINE	SW837	-6.3
MK-4541	ZOLINZA	SW837	8.754999999999999
MK-4827	ABT-888	SW837	-27.5975
MK-4827	BEZ-235	SW837	3.1025
MK-4827	BORTEZOMIB	SW837	-48.26
MK-4827	DASATINIB	SW837	4.3425
MK-4827	DINACICLIB	SW837	-1.3525
MK-4827	ERLOTINIB	SW837	8.7975
MK-4827	GELDANAMYCIN	SW837	-46.95
MK-4827	MK-2206	SW837	9.085
MK-4827	MK-8669	SW837	5.0200000000000005
MK-4827	MK-8776	SW837	-0.3049999999999999
MK-4827	OXALIPLATIN	SW837	-0.5299999999999999
MK-4827	PD325901	SW837	-0.4925
MK-4827	SN-38	SW837	1.8175
MK-4827	SORAFENIB	SW837	-4.96
MK-4827	TOPOTECAN	SW837	-5.0375
MK-5108	ABT-888	SW837	1.6975
MK-5108	BEZ-235	SW837	8.5325
MK-5108	BORTEZOMIB	SW837	4.625
MK-5108	DASATINIB	SW837	4.8575
MK-5108	DINACICLIB	SW837	4.7675
MK-5108	ERLOTINIB	SW837	9.435
MK-5108	GELDANAMYCIN	SW837	9.6425
MK-5108	MK-2206	SW837	-1.4475000000000002
MK-5108	MK-4827	SW837	4.2925
MK-5108	MK-8669	SW837	12.775
MK-5108	MK-8776	SW837	0.7375
MK-5108	OXALIPLATIN	SW837	1.0025
MK-5108	PD325901	SW837	3.725
MK-5108	SN-38	SW837	-4.365
MK-5108	SORAFENIB	SW837	-0.0199999999999999
MK-5108	TOPOTECAN	SW837	2.49
MK-8669	BEZ-235	SW837	21.8525
MK-8669	DINACICLIB	SW837	7.279999999999999
MK-8669	GELDANAMYCIN	SW837	7.697500000000001
MK-8669	MK-8776	SW837	6.154999999999999
MK-8669	OXALIPLATIN	SW837	2.015
MK-8669	SN-38	SW837	0.3749999999999999
MK-8669	SORAFENIB	SW837	2.7425
MK-8669	TOPOTECAN	SW837	-0.5874999999999999
MRK-003	5-FU	SW837	1.41
MRK-003	ABT-888	SW837	2.16
MRK-003	AZD1775	SW837	9.7775
MRK-003	BEZ-235	SW837	8.094999999999999
MRK-003	BORTEZOMIB	SW837	6.46
MRK-003	CARBOPLATIN	SW837	4.575
MRK-003	CYCLOPHOSPHAMIDE	SW837	1.2975
MRK-003	DASATINIB	SW837	9.725
MRK-003	DEXAMETHASONE	SW837	2.6675
MRK-003	DINACICLIB	SW837	1.535
MRK-003	DOXORUBICIN	SW837	-7.914999999999999
MRK-003	ERLOTINIB	SW837	16.19
MRK-003	ETOPOSIDE	SW837	11.93
MRK-003	GELDANAMYCIN	SW837	8.0725
MRK-003	GEMCITABINE	SW837	1.45
MRK-003	L778123	SW837	6.945
MRK-003	LAPATINIB	SW837	21.45
MRK-003	METFORMIN	SW837	1.6875
MRK-003	METHOTREXATE	SW837	4.91
MRK-003	MITOMYCINE	SW837	3.18
MRK-003	MK-2206	SW837	8.6075
MRK-003	MK-4827	SW837	7.81
MRK-003	MK-5108	SW837	3.585
MRK-003	MK-8669	SW837	8.23
MRK-003	MK-8776	SW837	-0.6975000000000003
MRK-003	OXALIPLATIN	SW837	-3.455
MRK-003	PACLITAXEL	SW837	5.305000000000001
MRK-003	PD325901	SW837	5.522499999999999
MRK-003	SN-38	SW837	7.317500000000001
MRK-003	SORAFENIB	SW837	13.37
MRK-003	SUNITINIB	SW837	4.6125
MRK-003	TEMOZOLOMIDE	SW837	-9.8
MRK-003	TOPOTECAN	SW837	7.685
MRK-003	VINBLASTINE	SW837	10.715
MRK-003	VINORELBINE	SW837	3.295
MRK-003	ZOLINZA	SW837	7.695
OXALIPLATIN	DINACICLIB	SW837	0.4600000000000002
OXALIPLATIN	MK-8776	SW837	-1.755
OXALIPLATIN	SORAFENIB	SW837	-3.2775
PACLITAXEL	ABT-888	SW837	-3.455
PACLITAXEL	AZD1775	SW837	8.687500000000002
PACLITAXEL	BEZ-235	SW837	1.44
PACLITAXEL	BORTEZOMIB	SW837	2.62
PACLITAXEL	DASATINIB	SW837	5.069999999999999
PACLITAXEL	DINACICLIB	SW837	1.92
PACLITAXEL	ERLOTINIB	SW837	0.65
PACLITAXEL	GELDANAMYCIN	SW837	1.8275
PACLITAXEL	L778123	SW837	-0.6875000000000001
PACLITAXEL	LAPATINIB	SW837	7.455
PACLITAXEL	MK-2206	SW837	4.1975
PACLITAXEL	MK-4827	SW837	-10.245
PACLITAXEL	MK-5108	SW837	9.510000000000002
PACLITAXEL	MK-8669	SW837	5.2
PACLITAXEL	MK-8776	SW837	2.14
PACLITAXEL	PD325901	SW837	-1.985
PACLITAXEL	SORAFENIB	SW837	-0.69
PACLITAXEL	SUNITINIB	SW837	3.46
PACLITAXEL	TEMOZOLOMIDE	SW837	-0.0949999999999999
PACLITAXEL	ZOLINZA	SW837	7.877500000000001
PD325901	ABT-888	SW837	-1.4074999999999998
