drugname1	drugname2	cell_line	loewe
MK-4541	MRK-003	UACC62	-4.3623995421
MK-4541	OXALIPLATIN	UACC62	-24.3653547417
MK-4541	PACLITAXEL	UACC62	-3.3478476046
MK-4541	PD325901	UACC62	-7.9865086573
MK-4541	SN-38	UACC62	-2.6266745507
MK-4541	SORAFENIB	UACC62	4.171054028
MK-4541	SUNITINIB	UACC62	18.9323360542
MK-4541	TEMOZOLOMIDE	UACC62	-3.683832583
MK-4541	TOPOTECAN	UACC62	3.0715060132
MK-4541	VINBLASTINE	UACC62	-13.0630665669
MK-4541	VINORELBINE	UACC62	-16.3038921175
MK-4541	ZOLINZA	UACC62	9.5945672917
MK-4827	ABT-888	UACC62	-14.4039094579
MK-4827	BEZ-235	UACC62	17.1919347794
MK-4827	BORTEZOMIB	UACC62	-3.5835164628
MK-4827	DASATINIB	UACC62	4.8564385708
MK-4827	DINACICLIB	UACC62	-0.1040407892
MK-4827	ERLOTINIB	UACC62	4.8869189398
MK-4827	GELDANAMYCIN	UACC62	-15.7573863566
MK-4827	MK-2206	UACC62	11.1528386391
MK-4827	MK-8669	UACC62	10.854619548
MK-4827	MK-8776	UACC62	7.914317761499999
MK-4827	OXALIPLATIN	UACC62	-22.6104029121
MK-4827	PD325901	UACC62	-14.9478732974
MK-4827	SN-38	UACC62	35.6282513121
MK-4827	SORAFENIB	UACC62	5.3206898969
MK-4827	TOPOTECAN	UACC62	4.5443507185000005
MK-5108	ABT-888	UACC62	21.4071470467
MK-5108	BEZ-235	UACC62	21.264106475
MK-5108	BORTEZOMIB	UACC62	-16.9223387465
MK-5108	DASATINIB	UACC62	25.7036303128
MK-5108	DINACICLIB	UACC62	7.1095869605
MK-5108	ERLOTINIB	UACC62	31.4075531255
MK-5108	GELDANAMYCIN	UACC62	11.680931448
MK-5108	MK-2206	UACC62	14.850733191500002
MK-5108	MK-4827	UACC62	16.5707127141
MK-5108	MK-8669	UACC62	24.3639398349
MK-5108	MK-8776	UACC62	4.3848791181
MK-5108	OXALIPLATIN	UACC62	-10.3383530102
MK-5108	PD325901	UACC62	-2.5577719523
MK-5108	SN-38	UACC62	-4.6485999017
MK-5108	SORAFENIB	UACC62	3.8799850599
MK-5108	TOPOTECAN	UACC62	5.1974930735
MK-8669	BEZ-235	UACC62	102.4787820536
MK-8669	DINACICLIB	UACC62	13.8573531436
MK-8669	GELDANAMYCIN	UACC62	21.513468758
MK-8669	MK-8776	UACC62	33.026382446
MK-8669	OXALIPLATIN	UACC62	-6.282814484299999
MK-8669	SN-38	UACC62	16.1545729115
MK-8669	SORAFENIB	UACC62	13.6813003541
MK-8669	TOPOTECAN	UACC62	17.883192211500003
MRK-003	5-FU	UACC62	12.4813109339
MRK-003	ABT-888	UACC62	2.3585659779
MRK-003	AZD1775	UACC62	8.6940081427
MRK-003	BEZ-235	UACC62	25.2948564755
MRK-003	BORTEZOMIB	UACC62	-3.714046448
MRK-003	CARBOPLATIN	UACC62	-1.9689444951
MRK-003	CYCLOPHOSPHAMIDE	UACC62	-8.2345931639
MRK-003	DASATINIB	UACC62	9.8694466926
MRK-003	DEXAMETHASONE	UACC62	7.962707803300001
MRK-003	DINACICLIB	UACC62	-0.046774119
MRK-003	DOXORUBICIN	UACC62	6.326363743
MRK-003	ERLOTINIB	UACC62	18.2832436286
MRK-003	ETOPOSIDE	UACC62	19.2430036112
MRK-003	GELDANAMYCIN	UACC62	-2.4251761713
MRK-003	GEMCITABINE	UACC62	12.3878852235
MRK-003	L778123	UACC62	15.598478846
MRK-003	LAPATINIB	UACC62	27.1525909566
MRK-003	METFORMIN	UACC62	4.793271365
MRK-003	METHOTREXATE	UACC62	7.3386162137
MRK-003	MITOMYCINE	UACC62	14.7325743399
MRK-003	MK-2206	UACC62	13.3732115283
MRK-003	MK-4827	UACC62	13.9322219844
MRK-003	MK-5108	UACC62	5.4422305652
MRK-003	MK-8669	UACC62	11.85870274
MRK-003	MK-8776	UACC62	11.4816668319
MRK-003	OXALIPLATIN	UACC62	-22.2995949265
MRK-003	PACLITAXEL	UACC62	21.2064771046
MRK-003	PD325901	UACC62	4.6923959792000005
MRK-003	SN-38	UACC62	16.2786831688
MRK-003	SORAFENIB	UACC62	13.93803228
MRK-003	SUNITINIB	UACC62	11.1281951248
MRK-003	TEMOZOLOMIDE	UACC62	6.363217210299999
MRK-003	TOPOTECAN	UACC62	9.0799547449
MRK-003	VINBLASTINE	UACC62	36.741878065
MRK-003	VINORELBINE	UACC62	2.9266145155000003
MRK-003	ZOLINZA	UACC62	8.354824911
OXALIPLATIN	DINACICLIB	UACC62	0.1264290069999999
OXALIPLATIN	MK-8776	UACC62	-1.754512186
OXALIPLATIN	SORAFENIB	UACC62	-14.1803060117
PACLITAXEL	ABT-888	UACC62	1.4376445244999998
PACLITAXEL	AZD1775	UACC62	10.9861968325
PACLITAXEL	BEZ-235	UACC62	12.9470668218
PACLITAXEL	BORTEZOMIB	UACC62	-18.6468268271
PACLITAXEL	DASATINIB	UACC62	10.5237598407
PACLITAXEL	DINACICLIB	UACC62	3.6190456706
PACLITAXEL	ERLOTINIB	UACC62	19.396870327
PACLITAXEL	GELDANAMYCIN	UACC62	3.3988254806
PACLITAXEL	L778123	UACC62	7.2671757076
PACLITAXEL	LAPATINIB	UACC62	26.6289151167
PACLITAXEL	MK-2206	UACC62	24.6346153289
PACLITAXEL	MK-4827	UACC62	-18.6841931188
PACLITAXEL	MK-5108	UACC62	14.8530300493
PACLITAXEL	MK-8669	UACC62	16.9493869716
PACLITAXEL	MK-8776	UACC62	1.3472962147999998
PACLITAXEL	PD325901	UACC62	12.7126083234
PACLITAXEL	SORAFENIB	UACC62	0.5700784407
PACLITAXEL	SUNITINIB	UACC62	3.4433390044
PACLITAXEL	TEMOZOLOMIDE	UACC62	2.9083828643
PACLITAXEL	ZOLINZA	UACC62	0.3365984289
PD325901	ABT-888	UACC62	-5.9909610904
PD325901	BEZ-235	UACC62	33.6670761713
PD325901	BORTEZOMIB	UACC62	-16.4428836536
PD325901	DASATINIB	UACC62	-1.7935324838999998
PD325901	DINACICLIB	UACC62	-3.2106925363
PD325901	GELDANAMYCIN	UACC62	-5.8842586687
PD325901	MK-8669	UACC62	31.2049460275
PD325901	MK-8776	UACC62	3.8184940782
PD325901	OXALIPLATIN	UACC62	-10.6449178653
PD325901	SN-38	UACC62	-7.8102693286
PD325901	SORAFENIB	UACC62	8.868655240599999
PD325901	TOPOTECAN	UACC62	8.9743265442
SN-38	DINACICLIB	UACC62	-8.8098109376
SN-38	MK-8776	UACC62	-6.490483459299999
SN-38	SORAFENIB	UACC62	1.2497411038
SORAFENIB	DINACICLIB	UACC62	-6.3217334355
SORAFENIB	MK-8776	UACC62	5.9827345023000005
SUNITINIB	ABT-888	UACC62	13.7843421333
SUNITINIB	AZD1775	UACC62	6.4181978115
SUNITINIB	BEZ-235	UACC62	20.0322748919
SUNITINIB	BORTEZOMIB	UACC62	-6.581742799600001
SUNITINIB	DASATINIB	UACC62	26.1757093644
SUNITINIB	DINACICLIB	UACC62	15.1004695065
SUNITINIB	ERLOTINIB	UACC62	21.7302341845
SUNITINIB	GELDANAMYCIN	UACC62	21.8446552767
SUNITINIB	LAPATINIB	UACC62	27.853471659
SUNITINIB	MK-2206	UACC62	34.7432609436
SUNITINIB	MK-4827	UACC62	6.258944747999999
SUNITINIB	MK-5108	UACC62	4.9063201988
SUNITINIB	MK-8669	UACC62	37.7773847215
SUNITINIB	MK-8776	UACC62	18.8422030962
SUNITINIB	OXALIPLATIN	UACC62	-8.757806777999999
SUNITINIB	PD325901	UACC62	4.8865619114
SUNITINIB	SN-38	UACC62	9.3086991275
SUNITINIB	SORAFENIB	UACC62	3.854611654
SUNITINIB	TEMOZOLOMIDE	UACC62	11.308561698800002
SUNITINIB	TOPOTECAN	UACC62	-4.968162568
TEMOZOLOMIDE	ABT-888	UACC62	16.7793368305
TEMOZOLOMIDE	AZD1775	UACC62	15.4063933798
TEMOZOLOMIDE	BEZ-235	UACC62	29.675091505900003
TEMOZOLOMIDE	BORTEZOMIB	UACC62	-18.6773917385
TEMOZOLOMIDE	DASATINIB	UACC62	-10.4523775444
TEMOZOLOMIDE	DINACICLIB	UACC62	15.2676148765
TEMOZOLOMIDE	ERLOTINIB	UACC62	28.7911501592
TEMOZOLOMIDE	GELDANAMYCIN	UACC62	-18.9042278861
TEMOZOLOMIDE	LAPATINIB	UACC62	27.123448620500003
TEMOZOLOMIDE	MK-2206	UACC62	22.9683596333
TEMOZOLOMIDE	MK-4827	UACC62	46.858216596400005
TEMOZOLOMIDE	MK-5108	UACC62	-2.8923950101
TEMOZOLOMIDE	MK-8669	UACC62	28.0074287944
TEMOZOLOMIDE	MK-8776	UACC62	7.2867541065
TEMOZOLOMIDE	OXALIPLATIN	UACC62	-15.6061921585
TEMOZOLOMIDE	PD325901	UACC62	-10.3781796805
TEMOZOLOMIDE	SN-38	UACC62	-5.2356661945
TEMOZOLOMIDE	SORAFENIB	UACC62	12.2324007556
TEMOZOLOMIDE	TOPOTECAN	UACC62	11.7003690962
TOPOTECAN	BEZ-235	UACC62	24.4131005312
TOPOTECAN	DINACICLIB	UACC62	10.9998177243
TOPOTECAN	MK-8776	UACC62	-8.7749026542
TOPOTECAN	SORAFENIB	UACC62	6.9530303412
VINBLASTINE	ABT-888	UACC62	-28.217800991500003
VINBLASTINE	AZD1775	UACC62	16.563108355
VINBLASTINE	BEZ-235	UACC62	23.3508487839
VINBLASTINE	BORTEZOMIB	UACC62	-29.450414909000003
VINBLASTINE	DASATINIB	UACC62	0.4427082577
VINBLASTINE	DINACICLIB	UACC62	-2.4717979045
VINBLASTINE	ERLOTINIB	UACC62	32.314825241
VINBLASTINE	GELDANAMYCIN	UACC62	-77.8298573513
VINBLASTINE	L778123	UACC62	21.2529440759
VINBLASTINE	LAPATINIB	UACC62	-0.7677466240999999
VINBLASTINE	MK-2206	UACC62	28.9707249172
VINBLASTINE	MK-4827	UACC62	-1.6253838078999998
VINBLASTINE	MK-5108	UACC62	14.7780701271
VINBLASTINE	MK-8669	UACC62	29.642292973000004
VINBLASTINE	MK-8776	UACC62	0.0001836768
VINBLASTINE	PD325901	UACC62	0.8605287776
VINBLASTINE	SORAFENIB	UACC62	7.6852653813
VINBLASTINE	SUNITINIB	UACC62	6.5892085896
VINBLASTINE	TEMOZOLOMIDE	UACC62	-23.0731033173
VINBLASTINE	ZOLINZA	UACC62	1.6700198484
VINORELBINE	ABT-888	UACC62	-4.1488391861
VINORELBINE	AZD1775	UACC62	-1.6167121962
VINORELBINE	BEZ-235	UACC62	27.9525589392
VINORELBINE	BORTEZOMIB	UACC62	-25.4149395191
VINORELBINE	DASATINIB	UACC62	-15.8652826151
VINORELBINE	DINACICLIB	UACC62	13.327899576099998
VINORELBINE	ERLOTINIB	UACC62	33.6371320239
VINORELBINE	GELDANAMYCIN	UACC62	-5.1214428037
VINORELBINE	LAPATINIB	UACC62	-13.5133640899
VINORELBINE	MK-2206	UACC62	4.679535945
VINORELBINE	MK-4827	UACC62	-42.3920505443
VINORELBINE	MK-5108	UACC62	-35.9022165981
VINORELBINE	MK-8669	UACC62	4.5382924717
VINORELBINE	MK-8776	UACC62	-22.1344182052
VINORELBINE	PD325901	UACC62	5.2029988401
VINORELBINE	SORAFENIB	UACC62	-37.3248539169
VINORELBINE	SUNITINIB	UACC62	-10.7114582163
VINORELBINE	TEMOZOLOMIDE	UACC62	-6.5930431502
VINORELBINE	ZOLINZA	UACC62	-13.941094997
ZOLINZA	ABT-888	UACC62	8.1365064216
ZOLINZA	AZD1775	UACC62	14.1774660652
ZOLINZA	BEZ-235	UACC62	8.8054804546
ZOLINZA	BORTEZOMIB	UACC62	-1.4958365082
ZOLINZA	DASATINIB	UACC62	21.559588873600003
ZOLINZA	DINACICLIB	UACC62	-26.710882133
ZOLINZA	ERLOTINIB	UACC62	23.8131819202
ZOLINZA	GELDANAMYCIN	UACC62	-31.2605479356
ZOLINZA	GEMCITABINE	UACC62	-1.8888589439
ZOLINZA	LAPATINIB	UACC62	30.916906327600003
ZOLINZA	MK-2206	UACC62	18.0617220574
ZOLINZA	MK-4827	UACC62	5.9871109035000005
ZOLINZA	MK-5108	UACC62	-2.5293793092
ZOLINZA	MK-8669	UACC62	11.8391760137
ZOLINZA	MK-8776	UACC62	15.3342235626
ZOLINZA	OXALIPLATIN	UACC62	-1.4665691847
ZOLINZA	PD325901	UACC62	-20.8439853509
ZOLINZA	SN-38	UACC62	4.7028024752
ZOLINZA	SORAFENIB	UACC62	-8.929806810499999
ZOLINZA	SUNITINIB	UACC62	-1.9906775059
ZOLINZA	TEMOZOLOMIDE	UACC62	24.8419423975
ZOLINZA	TOPOTECAN	UACC62	10.2230663939
5-FU	ABT-888	VCAP	1.0961027615
5-FU	AZD1775	VCAP	-0.9983275325
5-FU	BEZ-235	VCAP	11.7574248227
5-FU	BORTEZOMIB	VCAP	-7.0535106309
5-FU	DASATINIB	VCAP	21.455726442
5-FU	DINACICLIB	VCAP	14.4219939992
5-FU	ERLOTINIB	VCAP	24.4137931368
5-FU	GELDANAMYCIN	VCAP	14.0445192166
5-FU	L778123	VCAP	12.7404294136
5-FU	LAPATINIB	VCAP	10.6325581361
5-FU	MK-2206	VCAP	8.8828429883
5-FU	MK-4827	VCAP	10.9885790618
5-FU	MK-5108	VCAP	11.649741335
5-FU	MK-8669	VCAP	29.6719018896
5-FU	MK-8776	VCAP	10.868914741
5-FU	PD325901	VCAP	11.4350299448
5-FU	SORAFENIB	VCAP	1.4443077438999998
5-FU	SUNITINIB	VCAP	12.4837989607
5-FU	TEMOZOLOMIDE	VCAP	-2.7295163788
5-FU	ZOLINZA	VCAP	22.9956559083
ABT-888	BEZ-235	VCAP	18.5742481179
ABT-888	DINACICLIB	VCAP	10.3203322274
ABT-888	GELDANAMYCIN	VCAP	10.2809034756
ABT-888	MK-8669	VCAP	-2.5656413442
ABT-888	MK-8776	VCAP	-9.2696932831
ABT-888	OXALIPLATIN	VCAP	-5.1372586511
ABT-888	SN-38	VCAP	-8.5322920587
ABT-888	SORAFENIB	VCAP	7.804424432999999
ABT-888	TOPOTECAN	VCAP	-16.730423640599998
AZD1775	ABT-888	VCAP	-10.3820103315
AZD1775	BEZ-235	VCAP	8.6393895606
AZD1775	BORTEZOMIB	VCAP	-24.4324665682
AZD1775	DASATINIB	VCAP	20.5148439326
AZD1775	DINACICLIB	VCAP	-27.3066655106
AZD1775	ERLOTINIB	VCAP	7.5106078021
AZD1775	GELDANAMYCIN	VCAP	-20.0164243909
AZD1775	LAPATINIB	VCAP	10.3632009769
AZD1775	MK-2206	VCAP	-9.6055362781
AZD1775	MK-4827	VCAP	4.6423007080000005
AZD1775	MK-5108	VCAP	-7.1366314124
AZD1775	MK-8669	VCAP	16.0412645851
AZD1775	MK-8776	VCAP	78.2250990806
AZD1775	OXALIPLATIN	VCAP	-10.1076235775
AZD1775	PD325901	VCAP	2.3878936425
AZD1775	SN-38	VCAP	8.0156998926
AZD1775	SORAFENIB	VCAP	-20.8292710737
AZD1775	TOPOTECAN	VCAP	0.32774965
BEZ-235	DINACICLIB	VCAP	-1.8345494754
BEZ-235	MK-8776	VCAP	27.2010914841
BEZ-235	OXALIPLATIN	VCAP	19.1801189331
BEZ-235	SN-38	VCAP	20.220049796
BEZ-235	SORAFENIB	VCAP	1.8791193502
BORTEZOMIB	ABT-888	VCAP	3.0726181967
BORTEZOMIB	BEZ-235	VCAP	12.939546779
BORTEZOMIB	DASATINIB	VCAP	-6.8551523804
BORTEZOMIB	DINACICLIB	VCAP	-21.6068173643
BORTEZOMIB	GELDANAMYCIN	VCAP	-3.4154646645
BORTEZOMIB	MK-8669	VCAP	9.0452549701
BORTEZOMIB	MK-8776	VCAP	4.0349872189
BORTEZOMIB	OXALIPLATIN	VCAP	-3.6936649621
BORTEZOMIB	SN-38	VCAP	7.5009647182
BORTEZOMIB	SORAFENIB	VCAP	-20.6807748622
BORTEZOMIB	TOPOTECAN	VCAP	-13.3192031697
CARBOPLATIN	ABT-888	VCAP	1.4305425494
CARBOPLATIN	AZD1775	VCAP	-0.9669990318
CARBOPLATIN	BEZ-235	VCAP	26.956158828400003
CARBOPLATIN	BORTEZOMIB	VCAP	-10.8132456694
CARBOPLATIN	DASATINIB	VCAP	29.0665220981
CARBOPLATIN	DINACICLIB	VCAP	-4.6843420444
CARBOPLATIN	ERLOTINIB	VCAP	31.5338394746
CARBOPLATIN	GELDANAMYCIN	VCAP	6.4167312724
CARBOPLATIN	L778123	VCAP	4.9822402834
CARBOPLATIN	LAPATINIB	VCAP	14.4805556321
CARBOPLATIN	MK-2206	VCAP	-4.8332497952
CARBOPLATIN	MK-4827	VCAP	26.4262231219
CARBOPLATIN	MK-5108	VCAP	2.1032638825
CARBOPLATIN	MK-8669	VCAP	37.002913807
CARBOPLATIN	MK-8776	VCAP	9.0612645728
CARBOPLATIN	PD325901	VCAP	7.5662605601
CARBOPLATIN	SORAFENIB	VCAP	-3.8487877484
CARBOPLATIN	SUNITINIB	VCAP	19.1909693563
CARBOPLATIN	TEMOZOLOMIDE	VCAP	-19.6588170218
CARBOPLATIN	ZOLINZA	VCAP	13.1932104502
CYCLOPHOSPHAMIDE	ABT-888	VCAP	2.2134116704
CYCLOPHOSPHAMIDE	AZD1775	VCAP	2.4728261937
CYCLOPHOSPHAMIDE	BEZ-235	VCAP	23.4080799349
CYCLOPHOSPHAMIDE	BORTEZOMIB	VCAP	-1.0540292394
CYCLOPHOSPHAMIDE	DASATINIB	VCAP	14.1881519854
CYCLOPHOSPHAMIDE	DINACICLIB	VCAP	10.8251613459
CYCLOPHOSPHAMIDE	ERLOTINIB	VCAP	2.9922642052
CYCLOPHOSPHAMIDE	GELDANAMYCIN	VCAP	5.3003107391
CYCLOPHOSPHAMIDE	L778123	VCAP	18.6425239567
CYCLOPHOSPHAMIDE	LAPATINIB	VCAP	-4.8279238399
CYCLOPHOSPHAMIDE	MK-2206	VCAP	10.9162223389
CYCLOPHOSPHAMIDE	MK-4827	VCAP	9.0331053672
CYCLOPHOSPHAMIDE	MK-5108	VCAP	10.0552537085
CYCLOPHOSPHAMIDE	MK-8669	VCAP	24.7767430422
CYCLOPHOSPHAMIDE	MK-8776	VCAP	10.1307185105
CYCLOPHOSPHAMIDE	PD325901	VCAP	10.4258820482
CYCLOPHOSPHAMIDE	SORAFENIB	VCAP	2.4952394143000003
CYCLOPHOSPHAMIDE	SUNITINIB	VCAP	14.4593635455
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	VCAP	-7.789094289299999
CYCLOPHOSPHAMIDE	ZOLINZA	VCAP	30.6958242414
DASATINIB	ABT-888	VCAP	6.7525790552
DASATINIB	BEZ-235	VCAP	47.2309885024
DASATINIB	DINACICLIB	VCAP	29.7919837507
DASATINIB	GELDANAMYCIN	VCAP	13.3645848558
DASATINIB	MK-8669	VCAP	52.5198389514
DASATINIB	MK-8776	VCAP	34.8415526077
DASATINIB	OXALIPLATIN	VCAP	-12.6956421949
DASATINIB	SN-38	VCAP	31.3949813962
DASATINIB	SORAFENIB	VCAP	11.4105865945
DASATINIB	TOPOTECAN	VCAP	7.104908686
DEXAMETHASONE	ABT-888	VCAP	-4.9709957316
DEXAMETHASONE	AZD1775	VCAP	-7.3262791945
DEXAMETHASONE	BEZ-235	VCAP	23.981603377800003
DEXAMETHASONE	BORTEZOMIB	VCAP	-0.6124008304
DEXAMETHASONE	DASATINIB	VCAP	-24.4917144191
DEXAMETHASONE	DINACICLIB	VCAP	5.1408144106
DEXAMETHASONE	ERLOTINIB	VCAP	-14.6493246554
DEXAMETHASONE	GELDANAMYCIN	VCAP	5.0496127419
DEXAMETHASONE	L778123	VCAP	14.9561609234
DEXAMETHASONE	LAPATINIB	VCAP	-29.5228056206
DEXAMETHASONE	MK-2206	VCAP	-4.763497501
DEXAMETHASONE	MK-4827	VCAP	-4.4671406816
DEXAMETHASONE	MK-5108	VCAP	-7.8127543661
DEXAMETHASONE	MK-8669	VCAP	-0.3514970054999999
DEXAMETHASONE	MK-8776	VCAP	-13.4027186373
DEXAMETHASONE	PD325901	VCAP	-2.0773017585
DEXAMETHASONE	SORAFENIB	VCAP	-10.3901613336
DEXAMETHASONE	SUNITINIB	VCAP	3.4046178193000003
DEXAMETHASONE	TEMOZOLOMIDE	VCAP	-21.69886716
DEXAMETHASONE	ZOLINZA	VCAP	6.495242191900001
DINACICLIB	MK-8776	VCAP	15.658898319
DOXORUBICIN	ABT-888	VCAP	6.4658628894
DOXORUBICIN	AZD1775	VCAP	3.782035603
DOXORUBICIN	BEZ-235	VCAP	25.2147948572
DOXORUBICIN	BORTEZOMIB	VCAP	-4.8347040129000005
DOXORUBICIN	DASATINIB	VCAP	22.6875566668
DOXORUBICIN	DINACICLIB	VCAP	1.9355980583
DOXORUBICIN	ERLOTINIB	VCAP	12.4144753374
DOXORUBICIN	GELDANAMYCIN	VCAP	9.0383236279
DOXORUBICIN	L778123	VCAP	-3.651886411
DOXORUBICIN	LAPATINIB	VCAP	9.9759582683
DOXORUBICIN	MK-2206	VCAP	26.3602869723
DOXORUBICIN	MK-4827	VCAP	8.1636128334
DOXORUBICIN	MK-5108	VCAP	-9.3845566971
DOXORUBICIN	MK-8669	VCAP	26.281326342
DOXORUBICIN	MK-8776	VCAP	23.0807242405
DOXORUBICIN	PD325901	VCAP	14.007511396199998
DOXORUBICIN	SORAFENIB	VCAP	-17.3132958751
DOXORUBICIN	SUNITINIB	VCAP	-4.059515997
DOXORUBICIN	TEMOZOLOMIDE	VCAP	11.6195549826
DOXORUBICIN	ZOLINZA	VCAP	18.6163958278
ERLOTINIB	ABT-888	VCAP	-17.275739821
ERLOTINIB	BEZ-235	VCAP	29.0519352561
ERLOTINIB	BORTEZOMIB	VCAP	12.8489707846
ERLOTINIB	DASATINIB	VCAP	19.8498370784
ERLOTINIB	DINACICLIB	VCAP	32.2562087818
ERLOTINIB	GELDANAMYCIN	VCAP	0.3463074184
ERLOTINIB	MK-8669	VCAP	17.9729893912
ERLOTINIB	MK-8776	VCAP	24.7285879549
ERLOTINIB	OXALIPLATIN	VCAP	-8.1454736943
ERLOTINIB	PD325901	VCAP	-1.164693008
ERLOTINIB	SN-38	VCAP	42.3091666131
ERLOTINIB	SORAFENIB	VCAP	13.0904727816
ERLOTINIB	TOPOTECAN	VCAP	58.1934541825
ETOPOSIDE	ABT-888	VCAP	13.8331740747
ETOPOSIDE	AZD1775	VCAP	20.2799529051
ETOPOSIDE	BEZ-235	VCAP	10.2719133061
ETOPOSIDE	BORTEZOMIB	VCAP	-10.5712824042
ETOPOSIDE	DASATINIB	VCAP	9.6099668392
ETOPOSIDE	DINACICLIB	VCAP	-7.2894453621
ETOPOSIDE	ERLOTINIB	VCAP	41.8535057623
ETOPOSIDE	GELDANAMYCIN	VCAP	7.2600331233
ETOPOSIDE	LAPATINIB	VCAP	18.8620989138
ETOPOSIDE	MK-2206	VCAP	33.3903943182
ETOPOSIDE	MK-4827	VCAP	22.0955574288
ETOPOSIDE	MK-5108	VCAP	-10.3139404313
ETOPOSIDE	MK-8669	VCAP	30.5059025717
ETOPOSIDE	MK-8776	VCAP	54.7781225511
ETOPOSIDE	PD325901	VCAP	14.5451853124
ETOPOSIDE	SORAFENIB	VCAP	-19.7880371546
ETOPOSIDE	SUNITINIB	VCAP	5.123673130299999
ETOPOSIDE	TEMOZOLOMIDE	VCAP	1.7045869205000002
ETOPOSIDE	ZOLINZA	VCAP	17.6799373939
GELDANAMYCIN	BEZ-235	VCAP	28.050660481100003
GELDANAMYCIN	DINACICLIB	VCAP	-2.6397144164
GELDANAMYCIN	MK-8776	VCAP	17.5122295804
GELDANAMYCIN	OXALIPLATIN	VCAP	-3.1459677292
GELDANAMYCIN	SN-38	VCAP	-0.8263325056
GELDANAMYCIN	SORAFENIB	VCAP	-13.3365105206
GELDANAMYCIN	TOPOTECAN	VCAP	2.9614132998
GEMCITABINE	ABT-888	VCAP	4.8119068480000005
GEMCITABINE	AZD1775	VCAP	17.150416273599998
GEMCITABINE	BEZ-235	VCAP	17.9473443347
GEMCITABINE	BORTEZOMIB	VCAP	-4.3498081146
GEMCITABINE	DASATINIB	VCAP	17.5548056679
GEMCITABINE	DINACICLIB	VCAP	-1.058408414
GEMCITABINE	ERLOTINIB	VCAP	15.2032889421
GEMCITABINE	GELDANAMYCIN	VCAP	7.4707699749
GEMCITABINE	LAPATINIB	VCAP	9.710091887
GEMCITABINE	MK-2206	VCAP	21.7007409265
GEMCITABINE	MK-4827	VCAP	9.3274257033
GEMCITABINE	MK-5108	VCAP	3.5848796045
GEMCITABINE	MK-8669	VCAP	11.682659393900002
GEMCITABINE	MK-8776	VCAP	46.0307934587
GEMCITABINE	PD325901	VCAP	13.139218921
GEMCITABINE	SORAFENIB	VCAP	-12.9885297049
GEMCITABINE	SUNITINIB	VCAP	-3.7327982733
GEMCITABINE	TEMOZOLOMIDE	VCAP	6.6434390923
L778123	ABT-888	VCAP	10.0654927054
L778123	AZD1775	VCAP	7.6688398884
L778123	BEZ-235	VCAP	36.2040566
L778123	BORTEZOMIB	VCAP	-6.3170247635
L778123	DASATINIB	VCAP	11.0779298554
L778123	DINACICLIB	VCAP	4.8548212654
L778123	ERLOTINIB	VCAP	24.0080019772
L778123	ETOPOSIDE	VCAP	5.1923854726
L778123	GELDANAMYCIN	VCAP	16.2366066921
L778123	GEMCITABINE	VCAP	2.1541223069
L778123	LAPATINIB	VCAP	20.8002750912
L778123	MK-2206	VCAP	18.1117653102
L778123	MK-4827	VCAP	13.8153836491
L778123	MK-5108	VCAP	-5.500935538899999
L778123	MK-8669	VCAP	51.9718578333
L778123	MK-8776	VCAP	12.552026471
L778123	OXALIPLATIN	VCAP	13.1028755511
L778123	PD325901	VCAP	12.6476661684
L778123	SN-38	VCAP	19.8297067669
L778123	SORAFENIB	VCAP	-5.1507574161
L778123	SUNITINIB	VCAP	13.581039813
L778123	TEMOZOLOMIDE	VCAP	15.6241561725
L778123	TOPOTECAN	VCAP	16.1613486038
L778123	VINORELBINE	VCAP	-8.7008994987
L778123	ZOLINZA	VCAP	16.2079727129
LAPATINIB	ABT-888	VCAP	-10.6611485097
LAPATINIB	BEZ-235	VCAP	24.5207612525
LAPATINIB	BORTEZOMIB	VCAP	12.0987529367
LAPATINIB	DASATINIB	VCAP	15.6889917668
LAPATINIB	DINACICLIB	VCAP	19.5393657019
LAPATINIB	ERLOTINIB	VCAP	2.4828183708
LAPATINIB	GELDANAMYCIN	VCAP	21.8687561144
LAPATINIB	MK-2206	VCAP	14.1494113076
LAPATINIB	MK-4827	VCAP	25.0163853823
LAPATINIB	MK-5108	VCAP	15.9670153204
LAPATINIB	MK-8669	VCAP	14.6176109063
LAPATINIB	MK-8776	VCAP	12.207847203399998
LAPATINIB	OXALIPLATIN	VCAP	-12.2068701196
LAPATINIB	PD325901	VCAP	6.1994793899000005
LAPATINIB	SN-38	VCAP	34.1479727064
LAPATINIB	SORAFENIB	VCAP	11.7621560349
LAPATINIB	TOPOTECAN	VCAP	17.9006811566
METFORMIN	ABT-888	VCAP	-11.9249777005
METFORMIN	AZD1775	VCAP	3.5452469746
METFORMIN	BEZ-235	VCAP	11.575169268
METFORMIN	BORTEZOMIB	VCAP	-18.1277636644
METFORMIN	DASATINIB	VCAP	13.4628126837
METFORMIN	DINACICLIB	VCAP	2.4641633828
METFORMIN	ERLOTINIB	VCAP	1.9269789443
METFORMIN	GELDANAMYCIN	VCAP	-15.4044438406
METFORMIN	L778123	VCAP	5.0908042664
METFORMIN	LAPATINIB	VCAP	-4.993489262200001
METFORMIN	MK-2206	VCAP	4.3636820421
METFORMIN	MK-4827	VCAP	16.211096128599998
