drugname1	drugname2	cell_line	zip
L778123	MK-8776	SKMES1	0.5700000000000001
L778123	OXALIPLATIN	SKMES1	-7.609999999999999
L778123	PD325901	SKMES1	0.2375
L778123	SN-38	SKMES1	1.985
L778123	SORAFENIB	SKMES1	5.4425
L778123	SUNITINIB	SKMES1	11.1325
L778123	TEMOZOLOMIDE	SKMES1	-0.7525000000000001
L778123	TOPOTECAN	SKMES1	10.7725
L778123	VINORELBINE	SKMES1	0.655
L778123	ZOLINZA	SKMES1	6.22
LAPATINIB	ABT-888	SKMES1	-0.7125000000000001
LAPATINIB	BEZ-235	SKMES1	0.4825000000000001
LAPATINIB	BORTEZOMIB	SKMES1	-0.0774999999999999
LAPATINIB	DASATINIB	SKMES1	3.335
LAPATINIB	DINACICLIB	SKMES1	0.6375
LAPATINIB	ERLOTINIB	SKMES1	-8.4925
LAPATINIB	GELDANAMYCIN	SKMES1	3.28
LAPATINIB	MK-2206	SKMES1	1.185
LAPATINIB	MK-4827	SKMES1	-0.355
LAPATINIB	MK-5108	SKMES1	-1.595
LAPATINIB	MK-8669	SKMES1	1.0
LAPATINIB	MK-8776	SKMES1	0.8125
LAPATINIB	OXALIPLATIN	SKMES1	-6.0025
LAPATINIB	PD325901	SKMES1	-1.215
LAPATINIB	SN-38	SKMES1	6.44
LAPATINIB	SORAFENIB	SKMES1	3.1825
LAPATINIB	TOPOTECAN	SKMES1	1.6925
METFORMIN	ABT-888	SKMES1	1.535
METFORMIN	AZD1775	SKMES1	2.9525
METFORMIN	BEZ-235	SKMES1	7.01
METFORMIN	BORTEZOMIB	SKMES1	0.1099999999999999
METFORMIN	DASATINIB	SKMES1	-3.765
METFORMIN	DINACICLIB	SKMES1	-1.1925
METFORMIN	ERLOTINIB	SKMES1	0.7624999999999998
METFORMIN	GELDANAMYCIN	SKMES1	7.2575
METFORMIN	L778123	SKMES1	-1.195
METFORMIN	LAPATINIB	SKMES1	-1.3875
METFORMIN	MK-2206	SKMES1	-8.725000000000001
METFORMIN	MK-4827	SKMES1	-3.7125
METFORMIN	MK-5108	SKMES1	-0.665
METFORMIN	MK-8669	SKMES1	-0.9624999999999996
METFORMIN	MK-8776	SKMES1	2.4775
METFORMIN	PD325901	SKMES1	-2.84
METFORMIN	SORAFENIB	SKMES1	8.844999999999999
METFORMIN	SUNITINIB	SKMES1	1.7225
METFORMIN	TEMOZOLOMIDE	SKMES1	-3.7275
METFORMIN	ZOLINZA	SKMES1	-0.245
METHOTREXATE	ABT-888	SKMES1	1.6625
METHOTREXATE	AZD1775	SKMES1	-6.572500000000001
METHOTREXATE	BEZ-235	SKMES1	-7.415
METHOTREXATE	BORTEZOMIB	SKMES1	-1.03
METHOTREXATE	DASATINIB	SKMES1	-9.805
METHOTREXATE	DINACICLIB	SKMES1	0.2199999999999999
METHOTREXATE	ERLOTINIB	SKMES1	-8.545
METHOTREXATE	GELDANAMYCIN	SKMES1	-6.3
METHOTREXATE	L778123	SKMES1	-7.314999999999999
METHOTREXATE	LAPATINIB	SKMES1	-8.185
METHOTREXATE	MK-2206	SKMES1	-3.0425
METHOTREXATE	MK-4827	SKMES1	-2.85
METHOTREXATE	MK-5108	SKMES1	-4.9
METHOTREXATE	MK-8669	SKMES1	-3.3875
METHOTREXATE	MK-8776	SKMES1	-4.7
METHOTREXATE	PD325901	SKMES1	-5.545
METHOTREXATE	SORAFENIB	SKMES1	3.7425
METHOTREXATE	SUNITINIB	SKMES1	-9.95
METHOTREXATE	TEMOZOLOMIDE	SKMES1	-8.6375
METHOTREXATE	ZOLINZA	SKMES1	-2.3875
MITOMYCINE	ABT-888	SKMES1	0.43
MITOMYCINE	AZD1775	SKMES1	2.1725
MITOMYCINE	BEZ-235	SKMES1	3.42
MITOMYCINE	BORTEZOMIB	SKMES1	-1.33
MITOMYCINE	DASATINIB	SKMES1	-2.29
MITOMYCINE	DINACICLIB	SKMES1	1.275
MITOMYCINE	ERLOTINIB	SKMES1	-6.864999999999999
MITOMYCINE	GELDANAMYCIN	SKMES1	-0.715
MITOMYCINE	L778123	SKMES1	-13.8875
MITOMYCINE	LAPATINIB	SKMES1	-1.89
MITOMYCINE	MK-2206	SKMES1	-2.625
MITOMYCINE	MK-4827	SKMES1	1.475
MITOMYCINE	MK-5108	SKMES1	-5.2325
MITOMYCINE	MK-8669	SKMES1	-0.28
MITOMYCINE	MK-8776	SKMES1	0.525
MITOMYCINE	PD325901	SKMES1	-5.41
MITOMYCINE	SORAFENIB	SKMES1	-18.297500000000003
MITOMYCINE	SUNITINIB	SKMES1	0.4875
MITOMYCINE	TEMOZOLOMIDE	SKMES1	0.415
MITOMYCINE	ZOLINZA	SKMES1	6.4275
MK-2206	ABT-888	SKMES1	0.365
MK-2206	BEZ-235	SKMES1	0.755
MK-2206	BORTEZOMIB	SKMES1	-1.4375
MK-2206	DASATINIB	SKMES1	-1.7675000000000003
MK-2206	DINACICLIB	SKMES1	-1.8775
MK-2206	ERLOTINIB	SKMES1	3.73
MK-2206	GELDANAMYCIN	SKMES1	-0.8099999999999999
MK-2206	MK-8669	SKMES1	10.4125
MK-2206	MK-8776	SKMES1	4.772499999999999
MK-2206	OXALIPLATIN	SKMES1	-6.515000000000001
MK-2206	PD325901	SKMES1	-0.9625
MK-2206	SN-38	SKMES1	-0.9675
MK-2206	SORAFENIB	SKMES1	5.4350000000000005
MK-2206	TOPOTECAN	SKMES1	2.9800000000000004
MK-4541	5-FU	SKMES1	-9.5425
MK-4541	ABT-888	SKMES1	-3.38
MK-4541	AZD1775	SKMES1	-1.0125
MK-4541	BEZ-235	SKMES1	3.985
MK-4541	BORTEZOMIB	SKMES1	-0.995
MK-4541	CARBOPLATIN	SKMES1	-7.225
MK-4541	CYCLOPHOSPHAMIDE	SKMES1	2.2575000000000003
MK-4541	DASATINIB	SKMES1	-3.325
MK-4541	DEXAMETHASONE	SKMES1	-6.28
MK-4541	DINACICLIB	SKMES1	-3.935
MK-4541	DOXORUBICIN	SKMES1	1.415
MK-4541	ERLOTINIB	SKMES1	-0.3825000000000001
MK-4541	ETOPOSIDE	SKMES1	-3.655
MK-4541	GELDANAMYCIN	SKMES1	4.0825000000000005
MK-4541	GEMCITABINE	SKMES1	3.045
MK-4541	L778123	SKMES1	-3.255
MK-4541	LAPATINIB	SKMES1	-1.24
MK-4541	METFORMIN	SKMES1	-6.7225
MK-4541	METHOTREXATE	SKMES1	-1.6574999999999998
MK-4541	MITOMYCINE	SKMES1	-2.2025
MK-4541	MK-2206	SKMES1	-2.08
MK-4541	MK-4827	SKMES1	-7.422499999999999
MK-4541	MK-5108	SKMES1	-5.165
MK-4541	MK-8669	SKMES1	-7.095
MK-4541	MK-8776	SKMES1	-0.5825
MK-4541	MRK-003	SKMES1	-7.3725
MK-4541	OXALIPLATIN	SKMES1	-9.1575
MK-4541	PACLITAXEL	SKMES1	-1.77
MK-4541	PD325901	SKMES1	-2.49
MK-4541	SN-38	SKMES1	-6.215
MK-4541	SORAFENIB	SKMES1	4.984999999999999
MK-4541	SUNITINIB	SKMES1	-2.235
MK-4541	TEMOZOLOMIDE	SKMES1	-7.6325
MK-4541	TOPOTECAN	SKMES1	-0.0224999999999999
MK-4541	VINBLASTINE	SKMES1	-5.3575
MK-4541	VINORELBINE	SKMES1	-1.0750000000000002
MK-4541	ZOLINZA	SKMES1	-1.4625
MK-4827	ABT-888	SKMES1	-4.8125
MK-4827	BEZ-235	SKMES1	4.34
MK-4827	BORTEZOMIB	SKMES1	-0.5875
MK-4827	DASATINIB	SKMES1	-3.5125
MK-4827	DINACICLIB	SKMES1	-0.905
MK-4827	ERLOTINIB	SKMES1	-0.855
MK-4827	GELDANAMYCIN	SKMES1	5.1225
MK-4827	MK-2206	SKMES1	6.3475
MK-4827	MK-8669	SKMES1	3.625
MK-4827	MK-8776	SKMES1	1.1125
MK-4827	OXALIPLATIN	SKMES1	-7.935
MK-4827	PD325901	SKMES1	-6.475
MK-4827	SN-38	SKMES1	10.730000000000002
MK-4827	SORAFENIB	SKMES1	7.09
MK-4827	TOPOTECAN	SKMES1	18.3125
MK-5108	ABT-888	SKMES1	0.6125
MK-5108	BEZ-235	SKMES1	2.1925
MK-5108	BORTEZOMIB	SKMES1	0.21
MK-5108	DASATINIB	SKMES1	-3.0375
MK-5108	DINACICLIB	SKMES1	-2.3
MK-5108	ERLOTINIB	SKMES1	-4.825
MK-5108	GELDANAMYCIN	SKMES1	2.9625
MK-5108	MK-2206	SKMES1	-0.9075
MK-5108	MK-4827	SKMES1	-2.415
MK-5108	MK-8669	SKMES1	-3.6175
MK-5108	MK-8776	SKMES1	0.1249999999999999
MK-5108	OXALIPLATIN	SKMES1	-6.2325
MK-5108	PD325901	SKMES1	-4.8675
MK-5108	SN-38	SKMES1	-3.2675
MK-5108	SORAFENIB	SKMES1	4.99
MK-5108	TOPOTECAN	SKMES1	4.54
MK-8669	BEZ-235	SKMES1	22.0525
MK-8669	DINACICLIB	SKMES1	-1.8525
MK-8669	GELDANAMYCIN	SKMES1	7.895
MK-8669	MK-8776	SKMES1	2.0775
MK-8669	OXALIPLATIN	SKMES1	-6.5
MK-8669	SN-38	SKMES1	-3.255
MK-8669	SORAFENIB	SKMES1	13.38
MK-8669	TOPOTECAN	SKMES1	-0.5700000000000001
MRK-003	5-FU	SKMES1	-7.4925
MRK-003	ABT-888	SKMES1	-2.8375
MRK-003	AZD1775	SKMES1	3.1475
MRK-003	BEZ-235	SKMES1	3.33
MRK-003	BORTEZOMIB	SKMES1	-0.3349999999999999
MRK-003	CARBOPLATIN	SKMES1	-3.8675
MRK-003	CYCLOPHOSPHAMIDE	SKMES1	-2.89
MRK-003	DASATINIB	SKMES1	5.0925
MRK-003	DEXAMETHASONE	SKMES1	-7.472499999999999
MRK-003	DINACICLIB	SKMES1	-0.4125
MRK-003	DOXORUBICIN	SKMES1	-0.0675
MRK-003	ERLOTINIB	SKMES1	0.0424999999999999
MRK-003	ETOPOSIDE	SKMES1	0.6799999999999998
MRK-003	GELDANAMYCIN	SKMES1	4.795
MRK-003	GEMCITABINE	SKMES1	4.657500000000001
MRK-003	L778123	SKMES1	-4.9750000000000005
MRK-003	LAPATINIB	SKMES1	1.35
MRK-003	METFORMIN	SKMES1	-3.7325
MRK-003	METHOTREXATE	SKMES1	-2.23
MRK-003	MITOMYCINE	SKMES1	-5.1375
MRK-003	MK-2206	SKMES1	4.335
MRK-003	MK-4827	SKMES1	-3.9525
MRK-003	MK-5108	SKMES1	-3.4475
MRK-003	MK-8669	SKMES1	3.035
MRK-003	MK-8776	SKMES1	2.4850000000000003
MRK-003	OXALIPLATIN	SKMES1	-9.82
MRK-003	PACLITAXEL	SKMES1	8.15
MRK-003	PD325901	SKMES1	-4.52
MRK-003	SN-38	SKMES1	-2.6325
MRK-003	SORAFENIB	SKMES1	15.52
MRK-003	SUNITINIB	SKMES1	6.3125
MRK-003	TEMOZOLOMIDE	SKMES1	-5.442499999999999
MRK-003	TOPOTECAN	SKMES1	16.8625
MRK-003	VINBLASTINE	SKMES1	6.739999999999998
MRK-003	VINORELBINE	SKMES1	2.455
MRK-003	ZOLINZA	SKMES1	1.3899999999999997
OXALIPLATIN	DINACICLIB	SKMES1	-3.6475
OXALIPLATIN	MK-8776	SKMES1	0.1699999999999999
OXALIPLATIN	SORAFENIB	SKMES1	3.185
PACLITAXEL	ABT-888	SKMES1	4.345
PACLITAXEL	AZD1775	SKMES1	3.965
PACLITAXEL	BEZ-235	SKMES1	4.08
PACLITAXEL	BORTEZOMIB	SKMES1	0.24
PACLITAXEL	DASATINIB	SKMES1	3.27
PACLITAXEL	DINACICLIB	SKMES1	0.0524999999999999
PACLITAXEL	ERLOTINIB	SKMES1	1.7275000000000005
PACLITAXEL	GELDANAMYCIN	SKMES1	1.8525000000000005
PACLITAXEL	L778123	SKMES1	7.8125
PACLITAXEL	LAPATINIB	SKMES1	8.62
PACLITAXEL	MK-2206	SKMES1	4.79
PACLITAXEL	MK-4827	SKMES1	-1.75
PACLITAXEL	MK-5108	SKMES1	4.1375
PACLITAXEL	MK-8669	SKMES1	2.8625
PACLITAXEL	MK-8776	SKMES1	0.8875000000000001
PACLITAXEL	PD325901	SKMES1	-0.8275
PACLITAXEL	SORAFENIB	SKMES1	6.3100000000000005
PACLITAXEL	SUNITINIB	SKMES1	4.6175
PACLITAXEL	TEMOZOLOMIDE	SKMES1	0.5075000000000001
PACLITAXEL	ZOLINZA	SKMES1	3.1100000000000003
PD325901	ABT-888	SKMES1	-2.975
PD325901	BEZ-235	SKMES1	2.8600000000000003
PD325901	BORTEZOMIB	SKMES1	-1.735
PD325901	DASATINIB	SKMES1	3.5625
PD325901	DINACICLIB	SKMES1	-7.08
PD325901	GELDANAMYCIN	SKMES1	2.5175
PD325901	MK-8669	SKMES1	-1.2475000000000005
PD325901	MK-8776	SKMES1	-2.0075000000000003
PD325901	OXALIPLATIN	SKMES1	-4.175
PD325901	SN-38	SKMES1	-4.065
PD325901	SORAFENIB	SKMES1	8.8275
PD325901	TOPOTECAN	SKMES1	-2.9199999999999995
SN-38	DINACICLIB	SKMES1	-1.5
SN-38	MK-8776	SKMES1	0.6975
SN-38	SORAFENIB	SKMES1	14.76
SORAFENIB	DINACICLIB	SKMES1	6.54
SORAFENIB	MK-8776	SKMES1	1.2325
SUNITINIB	ABT-888	SKMES1	5.565
SUNITINIB	AZD1775	SKMES1	6.86
SUNITINIB	BEZ-235	SKMES1	12.83
SUNITINIB	BORTEZOMIB	SKMES1	2.365
SUNITINIB	DASATINIB	SKMES1	2.0725
SUNITINIB	DINACICLIB	SKMES1	3.5825
SUNITINIB	ERLOTINIB	SKMES1	9.8975
SUNITINIB	GELDANAMYCIN	SKMES1	9.405
SUNITINIB	LAPATINIB	SKMES1	7.9325
SUNITINIB	MK-2206	SKMES1	8.99
SUNITINIB	MK-4827	SKMES1	-2.1100000000000003
SUNITINIB	MK-5108	SKMES1	-1.93
SUNITINIB	MK-8669	SKMES1	9.745
SUNITINIB	MK-8776	SKMES1	0.7250000000000001
SUNITINIB	OXALIPLATIN	SKMES1	-3.025
SUNITINIB	PD325901	SKMES1	6.8075
SUNITINIB	SN-38	SKMES1	12.39
SUNITINIB	SORAFENIB	SKMES1	2.5250000000000004
SUNITINIB	TEMOZOLOMIDE	SKMES1	5.1775
SUNITINIB	TOPOTECAN	SKMES1	4.625
TEMOZOLOMIDE	ABT-888	SKMES1	8.1025
TEMOZOLOMIDE	AZD1775	SKMES1	8.93
TEMOZOLOMIDE	BEZ-235	SKMES1	9.0225
TEMOZOLOMIDE	BORTEZOMIB	SKMES1	2.0175
TEMOZOLOMIDE	DASATINIB	SKMES1	-2.9625000000000004
TEMOZOLOMIDE	DINACICLIB	SKMES1	-0.2524999999999999
TEMOZOLOMIDE	ERLOTINIB	SKMES1	-0.3700000000000001
TEMOZOLOMIDE	GELDANAMYCIN	SKMES1	1.9775
TEMOZOLOMIDE	LAPATINIB	SKMES1	-1.3250000000000002
TEMOZOLOMIDE	MK-2206	SKMES1	-1.1475
TEMOZOLOMIDE	MK-4827	SKMES1	26.765
TEMOZOLOMIDE	MK-5108	SKMES1	-3.8575
TEMOZOLOMIDE	MK-8669	SKMES1	5.3775
TEMOZOLOMIDE	MK-8776	SKMES1	1.15
TEMOZOLOMIDE	OXALIPLATIN	SKMES1	-8.8025
TEMOZOLOMIDE	PD325901	SKMES1	-5.2375
TEMOZOLOMIDE	SN-38	SKMES1	-1.0625
TEMOZOLOMIDE	SORAFENIB	SKMES1	10.935
TEMOZOLOMIDE	TOPOTECAN	SKMES1	3.5825
TOPOTECAN	BEZ-235	SKMES1	5.510000000000001
TOPOTECAN	DINACICLIB	SKMES1	-0.405
TOPOTECAN	MK-8776	SKMES1	0.005
TOPOTECAN	SORAFENIB	SKMES1	14.245
VINBLASTINE	ABT-888	SKMES1	-3.2775
VINBLASTINE	AZD1775	SKMES1	-0.92
VINBLASTINE	BEZ-235	SKMES1	5.275
VINBLASTINE	BORTEZOMIB	SKMES1	-0.73
VINBLASTINE	DASATINIB	SKMES1	-3.3425
VINBLASTINE	DINACICLIB	SKMES1	-3.7275
VINBLASTINE	ERLOTINIB	SKMES1	4.09
VINBLASTINE	GELDANAMYCIN	SKMES1	-0.1425
VINBLASTINE	L778123	SKMES1	5.84
VINBLASTINE	LAPATINIB	SKMES1	-0.2449999999999999
VINBLASTINE	MK-2206	SKMES1	-4.255
VINBLASTINE	MK-4827	SKMES1	-5.285
VINBLASTINE	MK-5108	SKMES1	3.13
VINBLASTINE	MK-8669	SKMES1	2.5875000000000004
VINBLASTINE	MK-8776	SKMES1	-0.5900000000000001
VINBLASTINE	PD325901	SKMES1	-2.535
VINBLASTINE	SORAFENIB	SKMES1	13.0
VINBLASTINE	SUNITINIB	SKMES1	-1.22
VINBLASTINE	TEMOZOLOMIDE	SKMES1	-8.487499999999999
VINBLASTINE	ZOLINZA	SKMES1	1.275
VINORELBINE	ABT-888	SKMES1	1.7675
VINORELBINE	AZD1775	SKMES1	0.0399999999999999
VINORELBINE	BEZ-235	SKMES1	3.615
VINORELBINE	BORTEZOMIB	SKMES1	0.815
VINORELBINE	DASATINIB	SKMES1	-0.8425
VINORELBINE	DINACICLIB	SKMES1	1.6224999999999998
VINORELBINE	ERLOTINIB	SKMES1	4.3975
VINORELBINE	GELDANAMYCIN	SKMES1	2.2175
VINORELBINE	LAPATINIB	SKMES1	4.0225
VINORELBINE	MK-2206	SKMES1	0.9525
VINORELBINE	MK-4827	SKMES1	-1.0625
VINORELBINE	MK-5108	SKMES1	0.1624999999999999
VINORELBINE	MK-8669	SKMES1	-0.2999999999999999
VINORELBINE	MK-8776	SKMES1	1.0275
VINORELBINE	PD325901	SKMES1	-5.8175
VINORELBINE	SORAFENIB	SKMES1	7.969999999999999
VINORELBINE	SUNITINIB	SKMES1	4.569999999999999
VINORELBINE	TEMOZOLOMIDE	SKMES1	0.355
VINORELBINE	ZOLINZA	SKMES1	4.897500000000001
ZOLINZA	ABT-888	SKMES1	2.64
ZOLINZA	AZD1775	SKMES1	13.6
ZOLINZA	BEZ-235	SKMES1	7.01
ZOLINZA	BORTEZOMIB	SKMES1	6.895
ZOLINZA	DASATINIB	SKMES1	-3.26
ZOLINZA	DINACICLIB	SKMES1	-0.8975
ZOLINZA	ERLOTINIB	SKMES1	5.3175
ZOLINZA	GELDANAMYCIN	SKMES1	-3.0700000000000003
ZOLINZA	GEMCITABINE	SKMES1	6.522500000000001
ZOLINZA	LAPATINIB	SKMES1	2.0700000000000003
ZOLINZA	MK-2206	SKMES1	8.5775
ZOLINZA	MK-4827	SKMES1	-0.7575000000000001
ZOLINZA	MK-5108	SKMES1	1.4625
ZOLINZA	MK-8669	SKMES1	0.6500000000000001
ZOLINZA	MK-8776	SKMES1	7.58
ZOLINZA	OXALIPLATIN	SKMES1	1.475
ZOLINZA	PD325901	SKMES1	-4.42
ZOLINZA	SN-38	SKMES1	5.325
ZOLINZA	SORAFENIB	SKMES1	6.425000000000001
ZOLINZA	SUNITINIB	SKMES1	2.11
ZOLINZA	TEMOZOLOMIDE	SKMES1	7.375
ZOLINZA	TOPOTECAN	SKMES1	5.4125
5-FU	ABT-888	SKOV3	-0.91
5-FU	AZD1775	SKOV3	5.6225
5-FU	BEZ-235	SKOV3	4.4175
5-FU	BORTEZOMIB	SKOV3	-2.2975000000000003
5-FU	DASATINIB	SKOV3	-1.97
5-FU	DINACICLIB	SKOV3	-2.3325
5-FU	ERLOTINIB	SKOV3	1.99
5-FU	GELDANAMYCIN	SKOV3	1.4425000000000003
5-FU	L778123	SKOV3	2.8425
5-FU	LAPATINIB	SKOV3	-3.7425
5-FU	MK-2206	SKOV3	0.5874999999999999
5-FU	MK-4827	SKOV3	-4.0075
5-FU	MK-5108	SKOV3	2.3875
5-FU	MK-8669	SKOV3	5.865
5-FU	MK-8776	SKOV3	3.095
5-FU	PD325901	SKOV3	-5.2925
5-FU	SORAFENIB	SKOV3	12.535
5-FU	SUNITINIB	SKOV3	12.0275
5-FU	TEMOZOLOMIDE	SKOV3	-0.0424999999999999
5-FU	ZOLINZA	SKOV3	-0.8400000000000001
ABT-888	BEZ-235	SKOV3	10.715
ABT-888	DINACICLIB	SKOV3	3.8425
ABT-888	GELDANAMYCIN	SKOV3	4.41
ABT-888	MK-8669	SKOV3	4.359999999999999
ABT-888	MK-8776	SKOV3	4.2125
ABT-888	OXALIPLATIN	SKOV3	-0.4049999999999999
ABT-888	SN-38	SKOV3	6.7475
ABT-888	SORAFENIB	SKOV3	17.1275
ABT-888	TOPOTECAN	SKOV3	0.4325
AZD1775	ABT-888	SKOV3	3.08
AZD1775	BEZ-235	SKOV3	11.4225
AZD1775	BORTEZOMIB	SKOV3	-0.6349999999999999
AZD1775	DASATINIB	SKOV3	2.7300000000000004
AZD1775	DINACICLIB	SKOV3	3.6925
AZD1775	ERLOTINIB	SKOV3	3.2925
AZD1775	GELDANAMYCIN	SKOV3	2.92
AZD1775	LAPATINIB	SKOV3	4.574999999999999
AZD1775	MK-2206	SKOV3	9.3525
AZD1775	MK-4827	SKOV3	0.1524999999999998
AZD1775	MK-5108	SKOV3	13.35
AZD1775	MK-8669	SKOV3	12.7125
AZD1775	MK-8776	SKOV3	29.47
AZD1775	OXALIPLATIN	SKOV3	-1.9825
AZD1775	PD325901	SKOV3	-0.5774999999999999
AZD1775	SN-38	SKOV3	9.21
AZD1775	SORAFENIB	SKOV3	15.0425
AZD1775	TOPOTECAN	SKOV3	2.6425
BEZ-235	DINACICLIB	SKOV3	5.3175
BEZ-235	MK-8776	SKOV3	6.85
BEZ-235	OXALIPLATIN	SKOV3	7.479999999999999
BEZ-235	SN-38	SKOV3	10.06
BEZ-235	SORAFENIB	SKOV3	11.8675
BORTEZOMIB	ABT-888	SKOV3	1.915
BORTEZOMIB	BEZ-235	SKOV3	4.135
BORTEZOMIB	DASATINIB	SKOV3	-4.265000000000001
BORTEZOMIB	DINACICLIB	SKOV3	-0.0524999999999999
BORTEZOMIB	GELDANAMYCIN	SKOV3	3.72
BORTEZOMIB	MK-8669	SKOV3	-1.71
BORTEZOMIB	MK-8776	SKOV3	0.71
BORTEZOMIB	OXALIPLATIN	SKOV3	0.755
BORTEZOMIB	SN-38	SKOV3	1.3775
BORTEZOMIB	SORAFENIB	SKOV3	13.05
BORTEZOMIB	TOPOTECAN	SKOV3	0.4924999999999999
CARBOPLATIN	ABT-888	SKOV3	0.1849999999999999
CARBOPLATIN	AZD1775	SKOV3	5.9125
CARBOPLATIN	BEZ-235	SKOV3	7.1975
CARBOPLATIN	BORTEZOMIB	SKOV3	-1.14
CARBOPLATIN	DASATINIB	SKOV3	-1.93
CARBOPLATIN	DINACICLIB	SKOV3	-0.5674999999999999
CARBOPLATIN	ERLOTINIB	SKOV3	-0.5175000000000001
CARBOPLATIN	GELDANAMYCIN	SKOV3	-0.12
CARBOPLATIN	L778123	SKOV3	-4.9425
CARBOPLATIN	LAPATINIB	SKOV3	-3.8125
CARBOPLATIN	MK-2206	SKOV3	-6.5625
CARBOPLATIN	MK-4827	SKOV3	-3.0225000000000004
CARBOPLATIN	MK-5108	SKOV3	-0.6174999999999997
CARBOPLATIN	MK-8669	SKOV3	6.4925
CARBOPLATIN	MK-8776	SKOV3	8.41
CARBOPLATIN	PD325901	SKOV3	-5.414999999999999
CARBOPLATIN	SORAFENIB	SKOV3	2.8825000000000003
CARBOPLATIN	SUNITINIB	SKOV3	1.7675
CARBOPLATIN	TEMOZOLOMIDE	SKOV3	3.3425
CARBOPLATIN	ZOLINZA	SKOV3	4.425
CYCLOPHOSPHAMIDE	ABT-888	SKOV3	4.76
CYCLOPHOSPHAMIDE	AZD1775	SKOV3	6.0575
CYCLOPHOSPHAMIDE	BEZ-235	SKOV3	12.0025
CYCLOPHOSPHAMIDE	BORTEZOMIB	SKOV3	3.1725000000000003
CYCLOPHOSPHAMIDE	DASATINIB	SKOV3	4.58
CYCLOPHOSPHAMIDE	DINACICLIB	SKOV3	5.3925
CYCLOPHOSPHAMIDE	ERLOTINIB	SKOV3	5.2475
CYCLOPHOSPHAMIDE	GELDANAMYCIN	SKOV3	9.195
CYCLOPHOSPHAMIDE	L778123	SKOV3	1.9025
CYCLOPHOSPHAMIDE	LAPATINIB	SKOV3	3.865
CYCLOPHOSPHAMIDE	MK-2206	SKOV3	7.687499999999999
CYCLOPHOSPHAMIDE	MK-4827	SKOV3	0.38
CYCLOPHOSPHAMIDE	MK-5108	SKOV3	10.265
CYCLOPHOSPHAMIDE	MK-8669	SKOV3	6.105
CYCLOPHOSPHAMIDE	MK-8776	SKOV3	9.05
CYCLOPHOSPHAMIDE	PD325901	SKOV3	1.3449999999999998
CYCLOPHOSPHAMIDE	SORAFENIB	SKOV3	18.4975
CYCLOPHOSPHAMIDE	SUNITINIB	SKOV3	8.472499999999998
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	SKOV3	8.045
CYCLOPHOSPHAMIDE	ZOLINZA	SKOV3	5.7425
DASATINIB	ABT-888	SKOV3	2.5
DASATINIB	BEZ-235	SKOV3	3.06
DASATINIB	DINACICLIB	SKOV3	-1.6149999999999998
DASATINIB	GELDANAMYCIN	SKOV3	-3.6175
DASATINIB	MK-8669	SKOV3	-0.2400000000000001
DASATINIB	MK-8776	SKOV3	0.2825
DASATINIB	OXALIPLATIN	SKOV3	-2.945
DASATINIB	SN-38	SKOV3	2.0175
DASATINIB	SORAFENIB	SKOV3	6.95
DASATINIB	TOPOTECAN	SKOV3	-5.1925
DEXAMETHASONE	ABT-888	SKOV3	-2.3575
DEXAMETHASONE	AZD1775	SKOV3	8.370000000000001
DEXAMETHASONE	BEZ-235	SKOV3	7.425
DEXAMETHASONE	BORTEZOMIB	SKOV3	-0.9825
DEXAMETHASONE	DASATINIB	SKOV3	8.36
DEXAMETHASONE	DINACICLIB	SKOV3	-0.4875
DEXAMETHASONE	ERLOTINIB	SKOV3	6.465
DEXAMETHASONE	GELDANAMYCIN	SKOV3	0.49
DEXAMETHASONE	L778123	SKOV3	0.3024999999999999
DEXAMETHASONE	LAPATINIB	SKOV3	8.855
DEXAMETHASONE	MK-2206	SKOV3	8.5875
DEXAMETHASONE	MK-4827	SKOV3	0.0125000000000001
DEXAMETHASONE	MK-5108	SKOV3	6.73
DEXAMETHASONE	MK-8669	SKOV3	7.300000000000001
DEXAMETHASONE	MK-8776	SKOV3	1.935
DEXAMETHASONE	PD325901	SKOV3	0.6749999999999998
DEXAMETHASONE	SORAFENIB	SKOV3	10.06
DEXAMETHASONE	SUNITINIB	SKOV3	14.467499999999998
DEXAMETHASONE	TEMOZOLOMIDE	SKOV3	1.3975
DEXAMETHASONE	ZOLINZA	SKOV3	-1.9875
DINACICLIB	MK-8776	SKOV3	7.19
DOXORUBICIN	ABT-888	SKOV3	6.922499999999999
DOXORUBICIN	AZD1775	SKOV3	10.044999999999998
DOXORUBICIN	BEZ-235	SKOV3	5.859999999999999
DOXORUBICIN	BORTEZOMIB	SKOV3	1.0575
DOXORUBICIN	DASATINIB	SKOV3	-0.2124999999999999
DOXORUBICIN	DINACICLIB	SKOV3	7.460000000000001
DOXORUBICIN	ERLOTINIB	SKOV3	-3.15
DOXORUBICIN	GELDANAMYCIN	SKOV3	4.4125
DOXORUBICIN	L778123	SKOV3	-8.23
DOXORUBICIN	LAPATINIB	SKOV3	0.0625
DOXORUBICIN	MK-2206	SKOV3	2.1625
DOXORUBICIN	MK-4827	SKOV3	-2.1975
DOXORUBICIN	MK-5108	SKOV3	0.3450000000000001
DOXORUBICIN	MK-8669	SKOV3	7.0625
DOXORUBICIN	MK-8776	SKOV3	9.114999999999998
DOXORUBICIN	PD325901	SKOV3	0.8575000000000002
