drugname1	drugname2	cell_line	bliss
L778123	MK-5108	SKMEL30	14.4475
L778123	MK-8669	SKMEL30	14.685
L778123	MK-8776	SKMEL30	-2.0525
L778123	OXALIPLATIN	SKMEL30	-1.2025
L778123	PD325901	SKMEL30	5.11
L778123	SN-38	SKMEL30	5.51
L778123	SORAFENIB	SKMEL30	4.7025
L778123	SUNITINIB	SKMEL30	5.8125
L778123	TEMOZOLOMIDE	SKMEL30	0.2574999999999998
L778123	TOPOTECAN	SKMEL30	2.9175
L778123	VINORELBINE	SKMEL30	3.095
L778123	ZOLINZA	SKMEL30	9.115
LAPATINIB	ABT-888	SKMEL30	-2.28
LAPATINIB	BEZ-235	SKMEL30	7.3925
LAPATINIB	BORTEZOMIB	SKMEL30	5.592499999999999
LAPATINIB	DASATINIB	SKMEL30	16.2175
LAPATINIB	DINACICLIB	SKMEL30	0.9225
LAPATINIB	ERLOTINIB	SKMEL30	1.6825
LAPATINIB	GELDANAMYCIN	SKMEL30	8.2425
LAPATINIB	MK-2206	SKMEL30	10.6225
LAPATINIB	MK-4827	SKMEL30	13.2675
LAPATINIB	MK-5108	SKMEL30	7.31
LAPATINIB	MK-8669	SKMEL30	12.0325
LAPATINIB	MK-8776	SKMEL30	4.56
LAPATINIB	OXALIPLATIN	SKMEL30	-4.0925
LAPATINIB	PD325901	SKMEL30	-1.2125
LAPATINIB	SN-38	SKMEL30	6.5825
LAPATINIB	SORAFENIB	SKMEL30	6.785
LAPATINIB	TOPOTECAN	SKMEL30	0.0775
METFORMIN	ABT-888	SKMEL30	3.94
METFORMIN	AZD1775	SKMEL30	11.495
METFORMIN	BEZ-235	SKMEL30	13.0175
METFORMIN	BORTEZOMIB	SKMEL30	0.6724999999999999
METFORMIN	DASATINIB	SKMEL30	10.4775
METFORMIN	DINACICLIB	SKMEL30	4.5825
METFORMIN	ERLOTINIB	SKMEL30	2.76
METFORMIN	GELDANAMYCIN	SKMEL30	8.1625
METFORMIN	L778123	SKMEL30	9.0575
METFORMIN	LAPATINIB	SKMEL30	2.6725
METFORMIN	MK-2206	SKMEL30	5.260000000000001
METFORMIN	MK-4827	SKMEL30	9.4025
METFORMIN	MK-5108	SKMEL30	9.9925
METFORMIN	MK-8669	SKMEL30	12.595
METFORMIN	MK-8776	SKMEL30	7.369999999999999
METFORMIN	PD325901	SKMEL30	1.8575
METFORMIN	SORAFENIB	SKMEL30	6.395
METFORMIN	SUNITINIB	SKMEL30	3.4875
METFORMIN	TEMOZOLOMIDE	SKMEL30	4.4275
METFORMIN	ZOLINZA	SKMEL30	8.629999999999999
METHOTREXATE	ABT-888	SKMEL30	9.76
METHOTREXATE	AZD1775	SKMEL30	8.5475
METHOTREXATE	BEZ-235	SKMEL30	5.3
METHOTREXATE	BORTEZOMIB	SKMEL30	3.89
METHOTREXATE	DASATINIB	SKMEL30	-8.205
METHOTREXATE	DINACICLIB	SKMEL30	4.66
METHOTREXATE	ERLOTINIB	SKMEL30	4.8575
METHOTREXATE	GELDANAMYCIN	SKMEL30	6.8575
METHOTREXATE	L778123	SKMEL30	3.64
METHOTREXATE	LAPATINIB	SKMEL30	6.3575
METHOTREXATE	MK-2206	SKMEL30	10.32
METHOTREXATE	MK-4827	SKMEL30	-8.91
METHOTREXATE	MK-5108	SKMEL30	5.62
METHOTREXATE	MK-8669	SKMEL30	9.0175
METHOTREXATE	MK-8776	SKMEL30	0.97
METHOTREXATE	PD325901	SKMEL30	-0.4549999999999998
METHOTREXATE	SORAFENIB	SKMEL30	-11.77
METHOTREXATE	SUNITINIB	SKMEL30	-8.367500000000001
METHOTREXATE	TEMOZOLOMIDE	SKMEL30	-1.7275000000000005
METHOTREXATE	ZOLINZA	SKMEL30	3.4849999999999994
MITOMYCINE	ABT-888	SKMEL30	-2.5325
MITOMYCINE	AZD1775	SKMEL30	13.295
MITOMYCINE	BEZ-235	SKMEL30	4.0375
MITOMYCINE	BORTEZOMIB	SKMEL30	-1.2925
MITOMYCINE	DASATINIB	SKMEL30	4.7125
MITOMYCINE	DINACICLIB	SKMEL30	-1.1749999999999998
MITOMYCINE	ERLOTINIB	SKMEL30	-14.4925
MITOMYCINE	GELDANAMYCIN	SKMEL30	6.664999999999999
MITOMYCINE	L778123	SKMEL30	-12.2025
MITOMYCINE	LAPATINIB	SKMEL30	0.3174999999999999
MITOMYCINE	MK-2206	SKMEL30	0.8500000000000001
MITOMYCINE	MK-4827	SKMEL30	2.325
MITOMYCINE	MK-5108	SKMEL30	-4.722499999999999
MITOMYCINE	MK-8669	SKMEL30	5.3025
MITOMYCINE	MK-8776	SKMEL30	14.96
MITOMYCINE	PD325901	SKMEL30	-6.2175
MITOMYCINE	SORAFENIB	SKMEL30	-7.364999999999999
MITOMYCINE	SUNITINIB	SKMEL30	1.385
MITOMYCINE	TEMOZOLOMIDE	SKMEL30	-3.23
MITOMYCINE	ZOLINZA	SKMEL30	2.2925
MK-2206	ABT-888	SKMEL30	2.6125000000000003
MK-2206	BEZ-235	SKMEL30	12.28
MK-2206	BORTEZOMIB	SKMEL30	0.8525
MK-2206	DASATINIB	SKMEL30	14.645
MK-2206	DINACICLIB	SKMEL30	0.7925
MK-2206	ERLOTINIB	SKMEL30	3.85
MK-2206	GELDANAMYCIN	SKMEL30	6.647499999999999
MK-2206	MK-8669	SKMEL30	16.957500000000003
MK-2206	MK-8776	SKMEL30	-0.0975
MK-2206	OXALIPLATIN	SKMEL30	-4.1975
MK-2206	PD325901	SKMEL30	2.8725
MK-2206	SN-38	SKMEL30	13.065
MK-2206	SORAFENIB	SKMEL30	8.405
MK-2206	TOPOTECAN	SKMEL30	5.172499999999999
MK-4541	5-FU	SKMEL30	10.9425
MK-4541	ABT-888	SKMEL30	4.19
MK-4541	AZD1775	SKMEL30	11.0675
MK-4541	BEZ-235	SKMEL30	14.96
MK-4541	BORTEZOMIB	SKMEL30	4.835
MK-4541	CARBOPLATIN	SKMEL30	16.355
MK-4541	CYCLOPHOSPHAMIDE	SKMEL30	19.1225
MK-4541	DASATINIB	SKMEL30	6.46
MK-4541	DEXAMETHASONE	SKMEL30	10.455
MK-4541	DINACICLIB	SKMEL30	8.98
MK-4541	DOXORUBICIN	SKMEL30	5.4675
MK-4541	ERLOTINIB	SKMEL30	4.0
MK-4541	ETOPOSIDE	SKMEL30	13.075
MK-4541	GELDANAMYCIN	SKMEL30	15.6825
MK-4541	GEMCITABINE	SKMEL30	-0.145
MK-4541	L778123	SKMEL30	11.7775
MK-4541	LAPATINIB	SKMEL30	8.1175
MK-4541	METFORMIN	SKMEL30	4.9125
MK-4541	METHOTREXATE	SKMEL30	3.33
MK-4541	MITOMYCINE	SKMEL30	-0.3849999999999999
MK-4541	MK-2206	SKMEL30	7.682499999999999
MK-4541	MK-4827	SKMEL30	8.18
MK-4541	MK-5108	SKMEL30	18.1025
MK-4541	MK-8669	SKMEL30	18.295
MK-4541	MK-8776	SKMEL30	5.865
MK-4541	MRK-003	SKMEL30	17.7725
MK-4541	OXALIPLATIN	SKMEL30	3.8925
MK-4541	PACLITAXEL	SKMEL30	6.6850000000000005
MK-4541	PD325901	SKMEL30	2.415
MK-4541	SN-38	SKMEL30	10.0675
MK-4541	SORAFENIB	SKMEL30	5.76
MK-4541	SUNITINIB	SKMEL30	10.2475
MK-4541	TEMOZOLOMIDE	SKMEL30	8.4675
MK-4541	TOPOTECAN	SKMEL30	5.525
MK-4541	VINBLASTINE	SKMEL30	5.085
MK-4541	VINORELBINE	SKMEL30	6.965
MK-4541	ZOLINZA	SKMEL30	13.75
MK-4827	ABT-888	SKMEL30	2.235
MK-4827	BEZ-235	SKMEL30	9.905
MK-4827	BORTEZOMIB	SKMEL30	5.195
MK-4827	DASATINIB	SKMEL30	8.0075
MK-4827	DINACICLIB	SKMEL30	2.3575
MK-4827	ERLOTINIB	SKMEL30	2.385
MK-4827	GELDANAMYCIN	SKMEL30	12.0125
MK-4827	MK-2206	SKMEL30	8.1175
MK-4827	MK-8669	SKMEL30	10.8275
MK-4827	MK-8776	SKMEL30	9.0625
MK-4827	OXALIPLATIN	SKMEL30	2.81
MK-4827	PD325901	SKMEL30	-3.9075
MK-4827	SN-38	SKMEL30	18.8
MK-4827	SORAFENIB	SKMEL30	2.5700000000000003
MK-4827	TOPOTECAN	SKMEL30	6.46
MK-5108	ABT-888	SKMEL30	12.94
MK-5108	BEZ-235	SKMEL30	10.7975
MK-5108	BORTEZOMIB	SKMEL30	3.4875000000000007
MK-5108	DASATINIB	SKMEL30	10.26
MK-5108	DINACICLIB	SKMEL30	5.550000000000001
MK-5108	ERLOTINIB	SKMEL30	5.7
MK-5108	GELDANAMYCIN	SKMEL30	9.2175
MK-5108	MK-2206	SKMEL30	3.8775
MK-5108	MK-4827	SKMEL30	13.625
MK-5108	MK-8669	SKMEL30	12.425
MK-5108	MK-8776	SKMEL30	7.772499999999999
MK-5108	OXALIPLATIN	SKMEL30	2.6025
MK-5108	PD325901	SKMEL30	-0.835
MK-5108	SN-38	SKMEL30	1.7875
MK-5108	SORAFENIB	SKMEL30	5.1425
MK-5108	TOPOTECAN	SKMEL30	5.835
MK-8669	BEZ-235	SKMEL30	30.655
MK-8669	DINACICLIB	SKMEL30	5.3025
MK-8669	GELDANAMYCIN	SKMEL30	16.2425
MK-8669	MK-8776	SKMEL30	13.6525
MK-8669	OXALIPLATIN	SKMEL30	1.99
MK-8669	SN-38	SKMEL30	11.645
MK-8669	SORAFENIB	SKMEL30	8.8575
MK-8669	TOPOTECAN	SKMEL30	7.0275
MRK-003	5-FU	SKMEL30	8.4475
MRK-003	ABT-888	SKMEL30	5.92
MRK-003	AZD1775	SKMEL30	16.27
MRK-003	BEZ-235	SKMEL30	9.9425
MRK-003	BORTEZOMIB	SKMEL30	2.7625
MRK-003	CARBOPLATIN	SKMEL30	12.4575
MRK-003	CYCLOPHOSPHAMIDE	SKMEL30	13.14
MRK-003	DASATINIB	SKMEL30	9.29
MRK-003	DEXAMETHASONE	SKMEL30	11.8775
MRK-003	DINACICLIB	SKMEL30	-0.395
MRK-003	DOXORUBICIN	SKMEL30	-0.1949999999999999
MRK-003	ERLOTINIB	SKMEL30	12.1625
MRK-003	ETOPOSIDE	SKMEL30	10.975
MRK-003	GELDANAMYCIN	SKMEL30	2.325
MRK-003	GEMCITABINE	SKMEL30	2.655
MRK-003	L778123	SKMEL30	2.375
MRK-003	LAPATINIB	SKMEL30	21.5275
MRK-003	METFORMIN	SKMEL30	13.392500000000002
MRK-003	METHOTREXATE	SKMEL30	-10.595
MRK-003	MITOMYCINE	SKMEL30	4.57
MRK-003	MK-2206	SKMEL30	13.83
MRK-003	MK-4827	SKMEL30	16.932499999999997
MRK-003	MK-5108	SKMEL30	9.260000000000002
MRK-003	MK-8669	SKMEL30	10.5825
MRK-003	MK-8776	SKMEL30	14.2975
MRK-003	OXALIPLATIN	SKMEL30	-3.1325
MRK-003	PACLITAXEL	SKMEL30	6.447500000000001
MRK-003	PD325901	SKMEL30	-3.2750000000000004
MRK-003	SN-38	SKMEL30	16.5875
MRK-003	SORAFENIB	SKMEL30	8.7475
MRK-003	SUNITINIB	SKMEL30	16.3075
MRK-003	TEMOZOLOMIDE	SKMEL30	9.7425
MRK-003	TOPOTECAN	SKMEL30	10.83
MRK-003	VINBLASTINE	SKMEL30	15.7075
MRK-003	VINORELBINE	SKMEL30	7.515
MRK-003	ZOLINZA	SKMEL30	11.14
OXALIPLATIN	DINACICLIB	SKMEL30	3.12
OXALIPLATIN	MK-8776	SKMEL30	5.3725
OXALIPLATIN	SORAFENIB	SKMEL30	-5.3925
PACLITAXEL	ABT-888	SKMEL30	1.3125
PACLITAXEL	AZD1775	SKMEL30	8.6875
PACLITAXEL	BEZ-235	SKMEL30	-0.625
PACLITAXEL	BORTEZOMIB	SKMEL30	0.965
PACLITAXEL	DASATINIB	SKMEL30	4.4350000000000005
PACLITAXEL	DINACICLIB	SKMEL30	2.19
PACLITAXEL	ERLOTINIB	SKMEL30	0.2224999999999999
PACLITAXEL	GELDANAMYCIN	SKMEL30	2.5075
PACLITAXEL	L778123	SKMEL30	0.0424999999999999
PACLITAXEL	LAPATINIB	SKMEL30	3.31
PACLITAXEL	MK-2206	SKMEL30	5.5525
PACLITAXEL	MK-4827	SKMEL30	-3.2725
PACLITAXEL	MK-5108	SKMEL30	9.3325
PACLITAXEL	MK-8669	SKMEL30	6.6225
PACLITAXEL	MK-8776	SKMEL30	-2.1475
PACLITAXEL	PD325901	SKMEL30	-4.805
PACLITAXEL	SORAFENIB	SKMEL30	-3.95
PACLITAXEL	SUNITINIB	SKMEL30	-1.18
PACLITAXEL	TEMOZOLOMIDE	SKMEL30	0.6950000000000001
PACLITAXEL	ZOLINZA	SKMEL30	2.215
PD325901	ABT-888	SKMEL30	0.425
PD325901	BEZ-235	SKMEL30	2.9850000000000003
PD325901	BORTEZOMIB	SKMEL30	0.8674999999999999
PD325901	DASATINIB	SKMEL30	-14.325
PD325901	DINACICLIB	SKMEL30	-4.1575
PD325901	GELDANAMYCIN	SKMEL30	-3.7225
PD325901	MK-8669	SKMEL30	5.2325
PD325901	MK-8776	SKMEL30	-6.907500000000001
PD325901	OXALIPLATIN	SKMEL30	-9.5525
PD325901	SN-38	SKMEL30	-0.0899999999999999
PD325901	SORAFENIB	SKMEL30	2.605
PD325901	TOPOTECAN	SKMEL30	-5.2725
SN-38	DINACICLIB	SKMEL30	0.22
SN-38	MK-8776	SKMEL30	12.0
SN-38	SORAFENIB	SKMEL30	5.632499999999999
SORAFENIB	DINACICLIB	SKMEL30	-1.4025
SORAFENIB	MK-8776	SKMEL30	-6.734999999999999
SUNITINIB	ABT-888	SKMEL30	3.52
SUNITINIB	AZD1775	SKMEL30	6.7875
SUNITINIB	BEZ-235	SKMEL30	8.86
SUNITINIB	BORTEZOMIB	SKMEL30	3.8925
SUNITINIB	DASATINIB	SKMEL30	10.6775
SUNITINIB	DINACICLIB	SKMEL30	1.1825
SUNITINIB	ERLOTINIB	SKMEL30	7.8175
SUNITINIB	GELDANAMYCIN	SKMEL30	6.074999999999999
SUNITINIB	LAPATINIB	SKMEL30	14.5825
SUNITINIB	MK-2206	SKMEL30	13.9875
SUNITINIB	MK-4827	SKMEL30	4.425
SUNITINIB	MK-5108	SKMEL30	0.8900000000000001
SUNITINIB	MK-8669	SKMEL30	11.9275
SUNITINIB	MK-8776	SKMEL30	4.27
SUNITINIB	OXALIPLATIN	SKMEL30	-5.3
SUNITINIB	PD325901	SKMEL30	1.7
SUNITINIB	SN-38	SKMEL30	8.915
SUNITINIB	SORAFENIB	SKMEL30	4.815
SUNITINIB	TEMOZOLOMIDE	SKMEL30	6.8125
SUNITINIB	TOPOTECAN	SKMEL30	1.5824999999999998
TEMOZOLOMIDE	ABT-888	SKMEL30	8.825
TEMOZOLOMIDE	AZD1775	SKMEL30	17.807499999999997
TEMOZOLOMIDE	BEZ-235	SKMEL30	8.275
TEMOZOLOMIDE	BORTEZOMIB	SKMEL30	0.79
TEMOZOLOMIDE	DASATINIB	SKMEL30	5.1850000000000005
TEMOZOLOMIDE	DINACICLIB	SKMEL30	-0.0849999999999999
TEMOZOLOMIDE	ERLOTINIB	SKMEL30	2.535
TEMOZOLOMIDE	GELDANAMYCIN	SKMEL30	8.9425
TEMOZOLOMIDE	LAPATINIB	SKMEL30	5.32
TEMOZOLOMIDE	MK-2206	SKMEL30	7.8925
TEMOZOLOMIDE	MK-4827	SKMEL30	15.265
TEMOZOLOMIDE	MK-5108	SKMEL30	0.8374999999999999
TEMOZOLOMIDE	MK-8669	SKMEL30	11.545
TEMOZOLOMIDE	MK-8776	SKMEL30	16.314999999999998
TEMOZOLOMIDE	OXALIPLATIN	SKMEL30	1.5225
TEMOZOLOMIDE	PD325901	SKMEL30	-2.4025
TEMOZOLOMIDE	SN-38	SKMEL30	3.9825
TEMOZOLOMIDE	SORAFENIB	SKMEL30	0.9475
TEMOZOLOMIDE	TOPOTECAN	SKMEL30	3.47
TOPOTECAN	BEZ-235	SKMEL30	3.6325
TOPOTECAN	DINACICLIB	SKMEL30	-0.065
TOPOTECAN	MK-8776	SKMEL30	12.5775
TOPOTECAN	SORAFENIB	SKMEL30	-3.5650000000000004
VINBLASTINE	ABT-888	SKMEL30	-3.0625
VINBLASTINE	AZD1775	SKMEL30	6.225
VINBLASTINE	BEZ-235	SKMEL30	8.9725
VINBLASTINE	BORTEZOMIB	SKMEL30	3.555
VINBLASTINE	DASATINIB	SKMEL30	4.915
VINBLASTINE	DINACICLIB	SKMEL30	1.1225
VINBLASTINE	ERLOTINIB	SKMEL30	12.41
VINBLASTINE	GELDANAMYCIN	SKMEL30	4.0125
VINBLASTINE	L778123	SKMEL30	11.705
VINBLASTINE	LAPATINIB	SKMEL30	1.81
VINBLASTINE	MK-2206	SKMEL30	0.3249999999999999
VINBLASTINE	MK-4827	SKMEL30	5.994999999999999
VINBLASTINE	MK-5108	SKMEL30	12.9525
VINBLASTINE	MK-8669	SKMEL30	8.1075
VINBLASTINE	MK-8776	SKMEL30	0.7400000000000001
VINBLASTINE	PD325901	SKMEL30	-1.56
VINBLASTINE	SORAFENIB	SKMEL30	5.695
VINBLASTINE	SUNITINIB	SKMEL30	2.5125
VINBLASTINE	TEMOZOLOMIDE	SKMEL30	-9.3375
VINBLASTINE	ZOLINZA	SKMEL30	4.6225000000000005
VINORELBINE	ABT-888	SKMEL30	8.77
VINORELBINE	AZD1775	SKMEL30	6.205
VINORELBINE	BEZ-235	SKMEL30	6.859999999999999
VINORELBINE	BORTEZOMIB	SKMEL30	3.385
VINORELBINE	DASATINIB	SKMEL30	8.045
VINORELBINE	DINACICLIB	SKMEL30	4.7525
VINORELBINE	ERLOTINIB	SKMEL30	8.0025
VINORELBINE	GELDANAMYCIN	SKMEL30	4.484999999999999
VINORELBINE	LAPATINIB	SKMEL30	4.125
VINORELBINE	MK-2206	SKMEL30	4.125
VINORELBINE	MK-4827	SKMEL30	2.6075
VINORELBINE	MK-5108	SKMEL30	5.422499999999999
VINORELBINE	MK-8669	SKMEL30	7.547499999999999
VINORELBINE	MK-8776	SKMEL30	3.81
VINORELBINE	PD325901	SKMEL30	-2.5925
VINORELBINE	SORAFENIB	SKMEL30	0.1324999999999999
VINORELBINE	SUNITINIB	SKMEL30	3.1025
VINORELBINE	TEMOZOLOMIDE	SKMEL30	2.335
VINORELBINE	ZOLINZA	SKMEL30	2.3275
ZOLINZA	ABT-888	SKMEL30	3.4
ZOLINZA	AZD1775	SKMEL30	10.9875
ZOLINZA	BEZ-235	SKMEL30	6.9775
ZOLINZA	BORTEZOMIB	SKMEL30	8.64
ZOLINZA	DASATINIB	SKMEL30	17.765
ZOLINZA	DINACICLIB	SKMEL30	1.7925
ZOLINZA	ERLOTINIB	SKMEL30	5.754999999999999
ZOLINZA	GELDANAMYCIN	SKMEL30	7.3925
ZOLINZA	GEMCITABINE	SKMEL30	1.59
ZOLINZA	LAPATINIB	SKMEL30	9.267499999999998
ZOLINZA	MK-2206	SKMEL30	6.445
ZOLINZA	MK-4827	SKMEL30	5.11
ZOLINZA	MK-5108	SKMEL30	13.7
ZOLINZA	MK-8669	SKMEL30	12.4125
ZOLINZA	MK-8776	SKMEL30	11.6475
ZOLINZA	OXALIPLATIN	SKMEL30	2.92
ZOLINZA	PD325901	SKMEL30	0.1124999999999999
ZOLINZA	SN-38	SKMEL30	11.4175
ZOLINZA	SORAFENIB	SKMEL30	1.8925
ZOLINZA	SUNITINIB	SKMEL30	5.1375
ZOLINZA	TEMOZOLOMIDE	SKMEL30	9.9075
ZOLINZA	TOPOTECAN	SKMEL30	4.7925
5-FU	ABT-888	SKMES1	-1.6075
5-FU	AZD1775	SKMES1	11.1175
5-FU	BEZ-235	SKMES1	1.3524999999999998
5-FU	BORTEZOMIB	SKMES1	-2.6450000000000005
5-FU	DASATINIB	SKMES1	-9.2525
5-FU	DINACICLIB	SKMES1	-3.305
5-FU	ERLOTINIB	SKMES1	-4.3125
5-FU	GELDANAMYCIN	SKMES1	-2.18
5-FU	L778123	SKMES1	-6.7975
5-FU	LAPATINIB	SKMES1	-7.35
5-FU	MK-2206	SKMES1	-6.734999999999999
5-FU	MK-4827	SKMES1	-5.9175
5-FU	MK-5108	SKMES1	-10.6925
5-FU	MK-8669	SKMES1	-0.8400000000000001
5-FU	MK-8776	SKMES1	6.2
5-FU	PD325901	SKMES1	-10.8275
5-FU	SORAFENIB	SKMES1	-0.43
5-FU	SUNITINIB	SKMES1	3.7825
5-FU	TEMOZOLOMIDE	SKMES1	-3.385
5-FU	ZOLINZA	SKMES1	2.7625
ABT-888	BEZ-235	SKMES1	6.1575
ABT-888	DINACICLIB	SKMES1	3.285
ABT-888	GELDANAMYCIN	SKMES1	5.800000000000001
ABT-888	MK-8669	SKMES1	3.0700000000000003
ABT-888	MK-8776	SKMES1	1.025
ABT-888	OXALIPLATIN	SKMES1	-8.9425
ABT-888	SN-38	SKMES1	10.9525
ABT-888	SORAFENIB	SKMES1	9.41
ABT-888	TOPOTECAN	SKMES1	-6.225
AZD1775	ABT-888	SKMES1	3.655
AZD1775	BEZ-235	SKMES1	9.2475
AZD1775	BORTEZOMIB	SKMES1	0.6074999999999999
AZD1775	DASATINIB	SKMES1	0.3299999999999999
AZD1775	DINACICLIB	SKMES1	-3.07
AZD1775	ERLOTINIB	SKMES1	0.4275
AZD1775	GELDANAMYCIN	SKMES1	1.8725
AZD1775	LAPATINIB	SKMES1	1.435
AZD1775	MK-2206	SKMES1	5.955
AZD1775	MK-4827	SKMES1	5.1850000000000005
AZD1775	MK-5108	SKMES1	-1.615
AZD1775	MK-8669	SKMES1	7.359999999999999
AZD1775	MK-8776	SKMES1	8.195
AZD1775	OXALIPLATIN	SKMES1	-2.0225
AZD1775	PD325901	SKMES1	-2.7975000000000003
AZD1775	SN-38	SKMES1	3.0775
AZD1775	SORAFENIB	SKMES1	4.3875
AZD1775	TOPOTECAN	SKMES1	-1.3025
BEZ-235	DINACICLIB	SKMES1	3.0875000000000004
BEZ-235	MK-8776	SKMES1	2.09
BEZ-235	OXALIPLATIN	SKMES1	2.3175
BEZ-235	SN-38	SKMES1	6.3500000000000005
BEZ-235	SORAFENIB	SKMES1	5.3100000000000005
BORTEZOMIB	ABT-888	SKMES1	-1.3775
BORTEZOMIB	BEZ-235	SKMES1	4.81
BORTEZOMIB	DASATINIB	SKMES1	-0.2125
BORTEZOMIB	DINACICLIB	SKMES1	-2.4875
BORTEZOMIB	GELDANAMYCIN	SKMES1	-1.2325
BORTEZOMIB	MK-8669	SKMES1	2.035
BORTEZOMIB	MK-8776	SKMES1	-1.205
BORTEZOMIB	OXALIPLATIN	SKMES1	-5.615
BORTEZOMIB	SN-38	SKMES1	1.1775
BORTEZOMIB	SORAFENIB	SKMES1	0.6524999999999996
BORTEZOMIB	TOPOTECAN	SKMES1	-1.3625
CARBOPLATIN	ABT-888	SKMES1	-3.64
CARBOPLATIN	AZD1775	SKMES1	1.6925
CARBOPLATIN	BEZ-235	SKMES1	5.07
CARBOPLATIN	BORTEZOMIB	SKMES1	-1.4375
CARBOPLATIN	DASATINIB	SKMES1	-1.9625
CARBOPLATIN	DINACICLIB	SKMES1	-3.895
CARBOPLATIN	ERLOTINIB	SKMES1	-0.1099999999999999
CARBOPLATIN	GELDANAMYCIN	SKMES1	-1.3325
CARBOPLATIN	L778123	SKMES1	0.0874999999999999
CARBOPLATIN	LAPATINIB	SKMES1	-1.87
CARBOPLATIN	MK-2206	SKMES1	-4.2725
CARBOPLATIN	MK-4827	SKMES1	1.1875
CARBOPLATIN	MK-5108	SKMES1	-4.825
CARBOPLATIN	MK-8669	SKMES1	2.905
CARBOPLATIN	MK-8776	SKMES1	0.7224999999999999
CARBOPLATIN	PD325901	SKMES1	-12.0675
CARBOPLATIN	SORAFENIB	SKMES1	-4.25
CARBOPLATIN	SUNITINIB	SKMES1	2.07
CARBOPLATIN	TEMOZOLOMIDE	SKMES1	-6.5625
CARBOPLATIN	ZOLINZA	SKMES1	3.595
CYCLOPHOSPHAMIDE	ABT-888	SKMES1	7.005
CYCLOPHOSPHAMIDE	AZD1775	SKMES1	7.1175
CYCLOPHOSPHAMIDE	BEZ-235	SKMES1	9.15
CYCLOPHOSPHAMIDE	BORTEZOMIB	SKMES1	1.485
CYCLOPHOSPHAMIDE	DASATINIB	SKMES1	4.215
CYCLOPHOSPHAMIDE	DINACICLIB	SKMES1	4.96
CYCLOPHOSPHAMIDE	ERLOTINIB	SKMES1	2.9775
CYCLOPHOSPHAMIDE	GELDANAMYCIN	SKMES1	5.7125
CYCLOPHOSPHAMIDE	L778123	SKMES1	5.4025
CYCLOPHOSPHAMIDE	LAPATINIB	SKMES1	1.4300000000000002
CYCLOPHOSPHAMIDE	MK-2206	SKMES1	6.065
CYCLOPHOSPHAMIDE	MK-4827	SKMES1	3.105
CYCLOPHOSPHAMIDE	MK-5108	SKMES1	5.6025
CYCLOPHOSPHAMIDE	MK-8669	SKMES1	13.9
CYCLOPHOSPHAMIDE	MK-8776	SKMES1	2.9075
CYCLOPHOSPHAMIDE	PD325901	SKMES1	-1.67
CYCLOPHOSPHAMIDE	SORAFENIB	SKMES1	9.9375
CYCLOPHOSPHAMIDE	SUNITINIB	SKMES1	6.78
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	SKMES1	10.5525
CYCLOPHOSPHAMIDE	ZOLINZA	SKMES1	12.82
DASATINIB	ABT-888	SKMES1	0.42
DASATINIB	BEZ-235	SKMES1	1.3075
DASATINIB	DINACICLIB	SKMES1	-3.1125
DASATINIB	GELDANAMYCIN	SKMES1	2.365
DASATINIB	MK-8669	SKMES1	-3.0275000000000003
DASATINIB	MK-8776	SKMES1	-0.5275000000000001
DASATINIB	OXALIPLATIN	SKMES1	-5.58
DASATINIB	SN-38	SKMES1	-4.055
DASATINIB	SORAFENIB	SKMES1	-3.1475
DASATINIB	TOPOTECAN	SKMES1	-6.3325000000000005
DEXAMETHASONE	ABT-888	SKMES1	-1.825
DEXAMETHASONE	AZD1775	SKMES1	-1.1675
DEXAMETHASONE	BEZ-235	SKMES1	12.1575
DEXAMETHASONE	BORTEZOMIB	SKMES1	-2.91
DEXAMETHASONE	DASATINIB	SKMES1	14.52
DEXAMETHASONE	DINACICLIB	SKMES1	-3.4275
DEXAMETHASONE	ERLOTINIB	SKMES1	2.145
DEXAMETHASONE	GELDANAMYCIN	SKMES1	2.8800000000000003
DEXAMETHASONE	L778123	SKMES1	-1.9675
DEXAMETHASONE	LAPATINIB	SKMES1	2.85
DEXAMETHASONE	MK-2206	SKMES1	11.24
DEXAMETHASONE	MK-4827	SKMES1	-3.9425
DEXAMETHASONE	MK-5108	SKMES1	-10.515
DEXAMETHASONE	MK-8669	SKMES1	10.4175
DEXAMETHASONE	MK-8776	SKMES1	-3.0975
DEXAMETHASONE	PD325901	SKMES1	10.445
DEXAMETHASONE	SORAFENIB	SKMES1	-0.0175000000000001
DEXAMETHASONE	SUNITINIB	SKMES1	18.9125
DEXAMETHASONE	TEMOZOLOMIDE	SKMES1	-7.365
DEXAMETHASONE	ZOLINZA	SKMES1	0.6775
DINACICLIB	MK-8776	SKMES1	-3.945
DOXORUBICIN	ABT-888	SKMES1	3.58
DOXORUBICIN	AZD1775	SKMES1	3.3325000000000005
DOXORUBICIN	BEZ-235	SKMES1	2.6825
DOXORUBICIN	BORTEZOMIB	SKMES1	-0.2075
DOXORUBICIN	DASATINIB	SKMES1	0.2574999999999999
DOXORUBICIN	DINACICLIB	SKMES1	0.0199999999999999
DOXORUBICIN	ERLOTINIB	SKMES1	-4.2125
DOXORUBICIN	GELDANAMYCIN	SKMES1	-0.8350000000000001
DOXORUBICIN	L778123	SKMES1	-6.9275
